Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Time [Local time],Global radiation mean [W/m2]
Turku Artukainen,2020,6,26,-1.0,2020-06-26,22.0,0.0,00:00,"344,8"
Turku Artukainen,2020,6,27,-1.0,2020-06-27,24.0,0.0,00:00,"328,6"
Turku Artukainen,2020,6,28,-1.0,2020-06-28,23.3,0.0,00:00,"316,1"
Turku Artukainen,2020,6,29,-1.0,2020-06-29,18.7,0.0,00:00,"243,8"
Turku Artukainen,2020,6,30,-1.0,2020-06-30,17.6,7.0,00:00,"62,7"
Turku Artukainen,2020,7,1,-1.0,2020-07-01,14.9,7.0,00:00,"184,5"
Turku Artukainen,2020,7,2,-1.0,2020-07-02,15.1,6.0,00:00,"235,7"
Turku Artukainen,2020,7,3,-1.0,2020-07-03,17.0,6.0,00:00,"309,9"
Turku Artukainen,2020,7,4,-1.0,2020-07-04,15.3,7.0,00:00,"115,2"
Turku Artukainen,2020,7,5,-1.0,2020-07-05,15.5,7.0,00:00,"155,8"
Turku Artukainen,2020,7,6,-1.0,2020-07-06,16.0,7.0,00:00,"263,4"
Turku Artukainen,2020,7,7,-1.0,2020-07-07,15.0,5.0,00:00,"180,6"
Turku Artukainen,2020,7,8,-1.0,2020-07-08,13.1,2.0,00:00,287
Turku Artukainen,2020,7,9,-1.0,2020-07-09,12.9,8.0,00:00,227
Turku Artukainen,2020,7,10,-1.0,2020-07-10,15.6,0.0,00:00,"312,7"
Turku Artukainen,2020,7,11,-1.0,2020-07-11,13.4,7.0,00:00,"88,7"
Turku Artukainen,2020,7,12,-1.0,2020-07-12,14.8,0.0,00:00,"329,8"
Turku Artukainen,2020,7,13,-1.0,2020-07-13,13.4,4.0,00:00,"213,1"
Turku Artukainen,2020,7,14,-1.0,2020-07-14,15.5,0.0,00:00,"275,4"
Turku Artukainen,2020,7,15,-1.0,2020-07-15,17.5,0.0,00:00,"288,5"
Turku Artukainen,2020,7,16,-1.0,2020-07-16,19.3,0.0,00:00,"253,1"
Turku Artukainen,2020,7,17,-1.0,2020-07-17,20.1,0.0,00:00,"286,3"
Turku Artukainen,2020,7,18,-1.0,2020-07-18,20.6,0.0,00:00,"322,9"
Turku Artukainen,2020,7,19,-1.0,2020-07-19,20.3,0.0,00:00,"290,9"
Turku Artukainen,2020,7,20,-1.0,2020-07-20,21.7,1.0,00:00,"186,2"
Turku Artukainen,2020,7,21,-1.0,2020-07-21,18.2,4.0,00:00,"245,5"
Turku Artukainen,2020,7,22,-1.0,2020-07-22,15.5,8.0,00:00,246
Turku Artukainen,2020,7,23,-1.0,2020-07-23,13.6,7.0,00:00,"143,8"
Turku Artukainen,2020,7,24,-1.0,2020-07-24,11.5,7.0,00:00,"87,6"
Turku Artukainen,2020,7,25,-1.0,2020-07-25,14.3,7.0,00:00,"175,7"
Turku Artukainen,2020,7,26,-1.0,2020-07-26,18.1,0.0,00:00,"307,6"
Turku Artukainen,2020,7,27,-1.0,2020-07-27,18.4,5.0,00:00,"285,4"
Turku Artukainen,2020,7,28,-1.0,2020-07-28,17.5,7.0,00:00,"84,2"
Turku Artukainen,2020,7,29,-1.0,2020-07-29,17.4,0.0,00:00,"116,7"
Turku Artukainen,2020,7,30,-1.0,2020-07-30,16.7,8.0,00:00,"225,5"
Turku Artukainen,2020,7,31,-1.0,2020-07-31,18.3,1.0,00:00,"254,3"
Turku Artukainen,2020,8,1,-1.0,2020-08-01,17.8,1.0,00:00,"267,3"
Turku Artukainen,2020,8,2,-1.0,2020-08-02,18.3,4.0,00:00,"191,4"
Turku Artukainen,2020,8,3,-1.0,2020-08-03,18.3,7.0,00:00,"150,2"
Turku Artukainen,2020,8,4,-1.0,2020-08-04,18.3,0.0,00:00,"89,3"
Turku Artukainen,2020,8,5,-1.0,2020-08-05,16.8,0.0,00:00,232
Turku Artukainen,2020,8,6,-1.0,2020-08-06,18.3,1.0,00:00,"76,7"
Turku Artukainen,2020,8,7,-1.0,2020-08-07,20.8,0.0,00:00,196
Turku Artukainen,2020,8,8,-1.0,2020-08-08,21.0,0.0,00:00,"270,9"
Turku Artukainen,2020,8,9,-1.0,2020-08-09,20.8,0.0,00:00,"259,6"
Turku Artukainen,2020,8,10,-1.0,2020-08-10,17.9,0.0,00:00,"254,9"
Turku Artukainen,2020,8,11,-1.0,2020-08-11,16.9,0.0,00:00,"222,2"
Turku Artukainen,2020,8,12,-1.0,2020-08-12,16.4,0.0,00:00,158
Turku Artukainen,2020,8,13,-1.0,2020-08-13,16.3,7.0,00:00,"177,4"
Turku Artukainen,2020,8,14,-1.0,2020-08-14,17.1,0.0,00:00,"177,7"
Turku Artukainen,2020,8,15,-1.0,2020-08-15,20.1,7.0,00:00,"207,4"
Turku Artukainen,2020,8,16,-1.0,2020-08-16,19.2,0.0,00:00,"253,6"
Turku Artukainen,2020,8,17,-1.0,2020-08-17,16.8,0.0,00:00,"254,6"
Turku Artukainen,2020,8,18,-1.0,2020-08-18,17.6,0.0,00:00,"253,1"
Turku Artukainen,2020,8,19,-1.0,2020-08-19,20.4,0.0,00:00,"232,5"
Turku Artukainen,2020,8,20,-1.0,2020-08-20,20.0,0.0,00:00,239
Turku Artukainen,2020,8,21,-1.0,2020-08-21,20.7,0.0,00:00,"236,6"
Turku Artukainen,2020,8,22,-1.0,2020-08-22,19.7,7.0,00:00,"40,4"
Turku Artukainen,2020,8,23,-1.0,2020-08-23,19.2,7.0,00:00,"182,8"
Turku Artukainen,2020,8,24,-1.0,2020-08-24,16.2,2.0,00:00,"172,8"
Turku Artukainen,2020,8,25,-1.0,2020-08-25,14.7,8.0,00:00,"148,5"
Turku Artukainen,2020,8,26,-1.0,2020-08-26,13.4,0.0,00:00,"184,3"
Turku Artukainen,2020,8,27,-1.0,2020-08-27,14.1,7.0,00:00,"189,6"
Turku Artukainen,2020,8,28,-1.0,2020-08-28,13.9,1.0,00:00,"168,9"
Turku Artukainen,2020,8,29,-1.0,2020-08-29,14.4,8.0,00:00,"182,6"
Turku Artukainen,2020,8,30,-1.0,2020-08-30,13.9,8.0,00:00,"42,6"
Turku Artukainen,2020,8,31,-1.0,2020-08-31,12.5,0.0,00:00,"65,4"
Turku Artukainen,2020,9,1,-1.0,2020-09-01,14.2,0.0,00:00,"210,7"
Turku Artukainen,2020,9,2,-1.0,2020-09-02,14.5,0.0,00:00,"132,9"
Turku Artukainen,2020,9,3,-1.0,2020-09-03,16.1,8.0,00:00,"51,4"
Turku Artukainen,2020,9,4,-1.0,2020-09-04,15.9,5.0,00:00,82
Turku Artukainen,2020,9,5,-1.0,2020-09-05,15.7,8.0,00:00,"90,2"
Turku Artukainen,2020,9,6,-1.0,2020-09-06,14.0,6.0,00:00,"107,6"
Turku Artukainen,2020,9,7,-1.0,2020-09-07,11.6,0.0,00:00,"152,8"
Turku Artukainen,2020,9,8,-1.0,2020-09-08,12.4,0.0,00:00,"48,6"
Turku Artukainen,2020,9,9,-1.0,2020-09-09,12.6,0.0,00:00,"89,4"
Turku Artukainen,2020,9,10,-1.0,2020-09-10,12.5,7.0,00:00,"133,7"
Turku Artukainen,2020,9,11,-1.0,2020-09-11,12.3,7.0,00:00,"132,6"
Turku Artukainen,2020,9,12,-1.0,2020-09-12,14.0,8.0,00:00,"35,9"
Turku Artukainen,2020,9,13,-1.0,2020-09-13,12.9,7.0,00:00,"171,5"
Turku Artukainen,2020,9,14,-1.0,2020-09-14,13.1,0.0,00:00,"154,1"
Turku Artukainen,2020,9,15,-1.0,2020-09-15,12.8,2.0,00:00,"129,3"
Turku Artukainen,2020,9,16,-1.0,2020-09-16,12.8,8.0,00:00,"35,8"
Turku Artukainen,2020,9,17,-1.0,2020-09-17,10.4,8.0,00:00,"63,7"
Turku Artukainen,2020,9,18,-1.0,2020-09-18,10.7,0.0,00:00,"130,9"
Turku Artukainen,2020,9,19,-1.0,2020-09-19,10.4,0.0,00:00,"133,1"
Turku Artukainen,2020,9,20,-1.0,2020-09-20,11.0,0.0,00:00,"126,4"
Turku Artukainen,2020,9,21,-1.0,2020-09-21,12.3,7.0,00:00,"93,3"
Turku Artukainen,2020,9,22,-1.0,2020-09-22,13.4,5.0,00:00,"80,5"
Turku Artukainen,2020,9,23,-1.0,2020-09-23,14.4,7.0,00:00,"104,1"
Turku Artukainen,2020,9,24,-1.0,2020-09-24,16.1,8.0,00:00,"117,9"
Turku Artukainen,2020,9,25,-1.0,2020-09-25,16.2,8.0,00:00,"59,4"
Turku Artukainen,2020,9,26,-1.0,2020-09-26,16.8,7.0,00:00,"104,7"
Turku Artukainen,2020,9,27,-1.0,2020-09-27,17.1,0.0,00:00,"120,5"
Turku Artukainen,2020,9,28,-1.0,2020-09-28,15.0,6.0,00:00,111
Turku Artukainen,2020,9,29,-1.0,2020-09-29,13.3,8.0,00:00,"14,6"
Turku Artukainen,2020,9,30,-1.0,2020-09-30,11.6,7.0,00:00,"88,2"
Turku Artukainen,2020,10,1,-1.0,2020-10-01,12.2,3.0,00:00,"93,9"
Turku Artukainen,2020,10,2,-1.0,2020-10-02,12.6,6.0,00:00,"96,7"
Turku Artukainen,2020,10,3,-1.0,2020-10-03,12.7,8.0,00:00,"60,2"
Turku Artukainen,2020,10,4,-1.0,2020-10-04,13.4,5.0,00:00,"23,7"
Turku Artukainen,2020,10,5,-1.0,2020-10-05,14.1,7.0,00:00,"95,1"
Turku Artukainen,2020,10,6,-1.0,2020-10-06,14.0,0.0,00:00,31
Turku Artukainen,2020,10,7,-1.0,2020-10-07,13.3,7.0,00:00,"54,3"
Turku Artukainen,2020,10,8,-1.0,2020-10-08,13.5,8.0,00:00,"38,9"
Turku Artukainen,2020,10,9,-1.0,2020-10-09,12.0,4.0,00:00,"29,3"
Turku Artukainen,2020,10,10,-1.0,2020-10-10,11.4,8.0,00:00,"66,1"
Turku Artukainen,2020,10,11,-1.0,2020-10-11,9.9,8.0,00:00,"49,7"
Turku Artukainen,2020,10,12,-1.0,2020-10-12,8.5,7.0,00:00,"58,3"
Turku Artukainen,2020,10,13,-1.0,2020-10-13,8.0,8.0,00:00,"57,9"
Turku Artukainen,2020,10,14,-1.0,2020-10-14,5.9,0.0,00:00,"46,6"
Turku Artukainen,2020,10,15,-1.0,2020-10-15,3.5,0.0,00:00,74
Turku Artukainen,2020,10,16,-1.0,2020-10-16,3.5,8.0,00:00,"63,1"
Turku Artukainen,2020,10,17,-1.0,2020-10-17,6.4,0.0,00:00,"45,9"
Turku Artukainen,2020,10,18,-1.0,2020-10-18,3.4,8.0,00:00,"50,6"
Turku Artukainen,2020,10,19,-0.3,2020-10-19,1.7,8.0,00:00,"44,1"
Turku Artukainen,2020,10,20,0.0,2020-10-20,1.1,0.0,00:00,"43,7"
Turku Artukainen,2020,10,21,0.0,2020-10-21,7.3,8.0,00:00,"14,5"
Turku Artukainen,2020,10,22,0.0,2020-10-22,10.4,8.0,00:00,"6,5"
Turku Artukainen,2020,10,23,0.0,2020-10-23,6.0,8.0,00:00,"29,4"
Turku Artukainen,2020,10,24,0.0,2020-10-24,4.3,6.0,00:00,"36,4"
Turku Artukainen,2020,10,25,0.0,2020-10-25,5.2,8.0,00:00,"18,1"
Turku Artukainen,2020,10,26,0.0,2020-10-26,11.6,8.0,00:00,"8,7"
Turku Artukainen,2020,10,27,0.0,2020-10-27,11.0,8.0,00:00,2
Turku Artukainen,2020,10,28,0.0,2020-10-28,10.4,7.0,00:00,"26,4"
Turku Artukainen,2020,10,29,0.0,2020-10-29,10.0,6.0,00:00,"30,2"
Turku Artukainen,2020,10,30,0.0,2020-10-30,7.4,8.0,00:00,"12,9"
Turku Artukainen,2020,10,31,0.0,2020-10-31,8.0,8.0,00:00,"12,7"
Turku Artukainen,2020,11,1,0.0,2020-11-01,9.3,8.0,00:00,"9,2"
Turku Artukainen,2020,11,2,0.0,2020-11-02,10.3,8.0,00:00,"9,3"
Turku Artukainen,2020,11,3,0.0,2020-11-03,10.9,8.0,00:00,"22,2"
Turku Artukainen,2020,11,4,0.0,2020-11-04,7.2,0.0,00:00,"16,3"
Turku Artukainen,2020,11,5,0.0,2020-11-05,8.4,8.0,00:00,"18,9"
Turku Artukainen,2020,11,6,,2020-11-06,10.4,0.0,00:00,"37,4"
Turku Artukainen,2020,11,7,0.0,2020-11-07,6.9,0.0,00:00,"38,1"
Turku Artukainen,2020,11,8,0.9,2020-11-08,3.8,8.0,00:00,"40,9"
Turku Artukainen,2020,11,9,0.3,2020-11-09,5.1,4.0,00:00,"30,3"
Turku Artukainen,2020,11,10,0.0,2020-11-10,1.7,7.0,00:00,"19,4"
Turku Artukainen,2020,11,11,0.0,2020-11-11,6.7,8.0,00:00,"5,7"
Turku Artukainen,2020,11,12,0.0,2020-11-12,6.7,8.0,00:00,"12,5"
Turku Artukainen,2020,11,13,0.0,2020-11-13,5.7,8.0,00:00,"2,7"
Turku Artukainen,2020,11,14,0.0,2020-11-14,6.2,8.0,00:00,"5,8"
Turku Artukainen,2020,11,15,0.0,2020-11-15,6.3,8.0,00:00,"11,2"
Turku Artukainen,2020,11,16,0.0,2020-11-16,6.4,8.0,00:00,"1,8"
Turku Artukainen,2020,11,17,0.0,2020-11-17,8.6,8.0,00:00,"1,9"
Turku Artukainen,2020,11,18,0.0,2020-11-18,10.2,8.0,00:00,"20,1"
Turku Artukainen,2020,11,19,0.0,2020-11-19,7.4,8.0,00:00,"3,5"
Turku Artukainen,2020,11,20,2.8,2020-11-20,0.4,8.0,00:00,"17,4"
Turku Artukainen,2020,11,21,1.6,2020-11-21,2.7,0.0,00:00,"9,2"
Turku Artukainen,2020,11,22,0.0,2020-11-22,6.2,7.0,00:00,17
Turku Artukainen,2020,11,23,0.0,2020-11-23,5.5,3.0,00:00,"17,6"
Turku Artukainen,2020,11,24,0.0,2020-11-24,4.0,7.0,00:00,"11,4"
Turku Artukainen,2020,11,25,0.0,2020-11-25,5.9,8.0,00:00,"3,6"
Turku Artukainen,2020,11,26,0.0,2020-11-26,5.1,8.0,00:00,"3,3"
Turku Artukainen,2020,11,27,0.0,2020-11-27,0.0,8.0,00:00,"7,2"
Turku Artukainen,2020,11,28,0.0,2020-11-28,0.2,0.0,00:00,"4,1"
Turku Artukainen,2020,11,29,0.0,2020-11-29,1.2,8.0,00:00,"1,5"
Turku Artukainen,2020,11,30,0.0,2020-11-30,0.1,8.0,00:00,"3,5"
Turku Artukainen,2020,12,1,0.0,2020-12-01,4.2,8.0,00:00,"6,2"
Turku Artukainen,2020,12,2,0.0,2020-12-02,3.6,8.0,00:00,"6,4"
Turku Artukainen,2020,12,3,0.0,2020-12-03,0.7,8.0,00:00,1
Turku Artukainen,2020,12,4,0.0,2020-12-04,1.1,8.0,00:00,"2,8"
Turku Artukainen,2020,12,5,0.0,2020-12-05,5.4,8.0,00:00,"0,6"
Turku Artukainen,2020,12,6,0.0,2020-12-06,5.5,8.0,00:00,"0,6"
Turku Artukainen,2020,12,7,0.0,2020-12-07,2.7,8.0,00:00,"16,4"
Turku Artukainen,2020,12,8,0.0,2020-12-08,0.5,8.0,00:00,"10,4"
Turku Artukainen,2020,12,9,0.0,2020-12-09,-0.9,8.0,00:00,"6,8"
Turku Artukainen,2020,12,10,0.0,2020-12-10,-1.4,8.0,00:00,"2,2"
Turku Artukainen,2020,12,11,0.0,2020-12-11,-2.0,8.0,00:00,"1,5"
Turku Artukainen,2020,12,12,0.0,2020-12-12,1.1,8.0,00:00,"3,7"
Turku Artukainen,2020,12,13,0.0,2020-12-13,-1.5,8.0,00:00,"5,2"
Turku Artukainen,2020,12,14,0.0,2020-12-14,-0.9,8.0,00:00,"1,4"
Turku Artukainen,2020,12,15,0.0,2020-12-15,2.8,8.0,00:00,"2,6"
Turku Artukainen,2020,12,16,0.0,2020-12-16,4.7,8.0,00:00,"0,8"
Turku Artukainen,2020,12,17,0.0,2020-12-17,1.9,8.0,00:00,"6,1"
Turku Artukainen,2020,12,18,0.0,2020-12-18,4.0,8.0,00:00,"1,8"
Turku Artukainen,2020,12,19,0.0,2020-12-19,5.2,8.0,00:00,"3,5"
Turku Artukainen,2020,12,20,0.0,2020-12-20,6.4,8.0,00:00,"0,6"
Turku Artukainen,2020,12,21,0.0,2020-12-21,6.1,8.0,00:00,"0,6"
Turku Artukainen,2020,12,22,0.0,2020-12-22,4.8,8.0,00:00,"1,5"
Turku Artukainen,2020,12,23,0.0,2020-12-23,3.0,8.0,00:00,1
Turku Artukainen,2020,12,24,0.0,2020-12-24,2.1,8.0,00:00,"4,3"
Turku Artukainen,2020,12,25,0.0,2020-12-25,-0.9,7.0,00:00,"2,8"
Turku Artukainen,2020,12,26,0.0,2020-12-26,-1.5,7.0,00:00,"3,9"
Turku Artukainen,2020,12,27,0.0,2020-12-27,2.1,8.0,00:00,"1,7"
Turku Artukainen,2020,12,28,0.0,2020-12-28,0.7,7.0,00:00,"1,9"
Turku Artukainen,2020,12,29,0.0,2020-12-29,1.3,8.0,00:00,"1,4"
Turku Artukainen,2020,12,30,1.5,2020-12-30,1.7,8.0,00:00,"0,9"
Turku Artukainen,2020,12,31,0.0,2020-12-31,2.6,8.0,00:00,"1,3"
Turku Artukainen,2021,1,1,0.0,2021-01-01,1.9,8.0,00:00,"4,3"
Turku Artukainen,2021,1,2,0.0,2021-01-02,-0.9,4.0,00:00,"3,5"
Turku Artukainen,2021,1,3,0.0,2021-01-03,-1.6,8.0,00:00,"4,5"
Turku Artukainen,2021,1,4,0.0,2021-01-04,-1.6,8.0,00:00,"5,9"
Turku Artukainen,2021,1,5,0.8,2021-01-05,-5.7,8.0,00:00,"5,6"
Turku Artukainen,2021,1,6,3.0,2021-01-06,-4.9,8.0,00:00,"2,6"
Turku Artukainen,2021,1,7,3.5,2021-01-07,-2.1,8.0,00:00,"5,7"
Turku Artukainen,2021,1,8,5.0,2021-01-08,-3.1,8.0,00:00,"4,5"
Turku Artukainen,2021,1,9,5.0,2021-01-09,-4.4,8.0,00:00,18
Turku Artukainen,2021,1,10,4.9,2021-01-10,-1.4,8.0,00:00,"3,8"
Turku Artukainen,2021,1,11,5.0,2021-01-11,-0.4,8.0,00:00,"5,3"
Turku Artukainen,2021,1,12,17.5,2021-01-12,0.1,8.0,00:00,4
Turku Artukainen,2021,1,13,23.1,2021-01-13,-4.7,8.0,00:00,"3,6"
Turku Artukainen,2021,1,14,21.9,2021-01-14,-12.9,8.0,00:00,"14,1"
Turku Artukainen,2021,1,15,21.0,2021-01-15,-18.4,0.0,00:00,"20,3"
Turku Artukainen,2021,1,16,21.2,2021-01-16,-12.5,8.0,00:00,"19,1"
Turku Artukainen,2021,1,17,,2021-01-17,-11.1,7.0,00:00,"15,4"
Turku Artukainen,2021,1,18,,2021-01-18,-3.5,8.0,00:00,"9,9"
Turku Artukainen,2021,1,19,21.7,2021-01-19,-0.2,8.0,00:00,"8,1"
Turku Artukainen,2021,1,20,,2021-01-20,-4.1,7.0,00:00,"14,9"
Turku Artukainen,2021,1,21,,2021-01-21,-3.2,8.0,00:00,9
Turku Artukainen,2021,1,22,25.0,2021-01-22,2.2,8.0,00:00,"7,6"
Turku Artukainen,2021,1,23,19.1,2021-01-23,3.3,7.0,00:00,"7,5"
Turku Artukainen,2021,1,24,16.6,2021-01-24,0.9,8.0,00:00,"4,1"
Turku Artukainen,2021,1,25,18.5,2021-01-25,0.7,8.0,00:00,"5,3"
Turku Artukainen,2021,1,26,18.0,2021-01-26,0.7,8.0,00:00,"12,2"
Turku Artukainen,2021,1,27,20.7,2021-01-27,-1.6,8.0,00:00,7
Turku Artukainen,2021,1,28,22.0,2021-01-28,-3.1,8.0,00:00,"12,9"
Turku Artukainen,2021,1,29,21.0,2021-01-29,-6.8,8.0,00:00,"18,6"
Turku Artukainen,2021,1,30,22.2,2021-01-30,-5.7,8.0,00:00,"16,8"
Turku Artukainen,2021,1,31,,2021-01-31,-10.1,0.0,00:00,"21,9"
Turku Artukainen,2021,2,1,,2021-02-01,-6.5,7.0,00:00,"21,6"
Turku Artukainen,2021,2,2,,2021-02-02,-5.9,8.0,00:00,"13,1"
Turku Artukainen,2021,2,3,25.6,2021-02-03,-10.0,8.0,00:00,"37,3"
Turku Artukainen,2021,2,4,24.9,2021-02-04,-12.6,0.0,00:00,"44,9"
Turku Artukainen,2021,2,5,,2021-02-05,-13.7,2.0,00:00,"47,2"
Turku Artukainen,2021,2,6,,2021-02-06,-10.8,0.0,00:00,"35,1"
Turku Artukainen,2021,2,7,,2021-02-07,-8.5,0.0,00:00,"28,7"
Turku Artukainen,2021,2,8,,2021-02-08,-8.9,8.0,00:00,"36,7"
Turku Artukainen,2021,2,9,,2021-02-09,-13.6,8.0,00:00,"36,1"
Turku Artukainen,2021,2,10,,2021-02-10,-13.7,7.0,00:00,"47,4"
Turku Artukainen,2021,2,11,,2021-02-11,-15.1,0.0,00:00,"59,5"
Turku Artukainen,2021,2,12,,2021-02-12,-10.8,8.0,00:00,"55,6"
Turku Artukainen,2021,2,13,,2021-02-13,-1.9,0.0,00:00,"31,6"
Turku Artukainen,2021,2,14,,2021-02-14,-5.2,0.0,00:00,"54,7"
Turku Artukainen,2021,2,15,,2021-02-15,-7.7,8.0,00:00,"60,6"
Turku Artukainen,2021,2,16,,2021-02-16,-4.9,0.0,00:00,"48,1"
Turku Artukainen,2021,2,17,,2021-02-17,-13.8,0.0,00:00,"81,2"
Turku Artukainen,2021,2,18,25.4,2021-02-18,-11.4,0.0,00:00,"71,7"
Turku Artukainen,2021,2,19,,2021-02-19,-3.7,8.0,00:00,"48,3"
Turku Artukainen,2021,2,20,,2021-02-20,-0.2,8.0,00:00,"23,3"
Turku Artukainen,2021,2,21,22.6,2021-02-21,2.2,8.0,00:00,"22,2"
Turku Artukainen,2021,2,22,,2021-02-22,-2.5,8.0,00:00,"28,5"
Turku Artukainen,2021,2,23,,2021-02-23,-2.3,8.0,00:00,"10,2"
Turku Artukainen,2021,2,24,18.3,2021-02-24,2.1,8.0,00:00,"22,2"
Turku Artukainen,2021,2,25,14.6,2021-02-25,4.2,8.0,00:00,"30,3"
Turku Artukainen,2021,2,26,11.2,2021-02-26,3.9,8.0,00:00,"38,7"
Turku Artukainen,2021,2,27,11.0,2021-02-27,2.2,0.0,00:00,"96,4"
Turku Artukainen,2021,2,28,10.2,2021-02-28,5.5,0.0,00:00,96
Turku Artukainen,2021,3,1,9.0,2021-03-01,3.7,3.0,00:00,"50,1"
Turku Artukainen,2021,3,2,8.8,2021-03-02,3.3,8.0,00:00,"103,1"
Turku Artukainen,2021,3,3,,2021-03-03,2.3,0.0,00:00,"92,7"
Turku Artukainen,2021,3,4,,2021-03-04,-1.2,0.0,00:00,"102,8"
Turku Artukainen,2021,3,5,8.2,2021-03-05,-3.9,0.0,00:00,"113,9"
Turku Artukainen,2021,3,6,8.5,2021-03-06,-0.1,0.0,00:00,"43,9"
Turku Artukainen,2021,3,7,8.3,2021-03-07,-3.2,0.0,00:00,"73,3"
Turku Artukainen,2021,3,8,8.0,2021-03-08,-4.6,8.0,00:00,"122,2"
Turku Artukainen,2021,3,9,8.3,2021-03-09,-4.2,8.0,00:00,"43,5"
Turku Artukainen,2021,3,10,8.3,2021-03-10,-10.3,0.0,00:00,"133,7"
Turku Artukainen,2021,3,11,8.8,2021-03-11,-3.6,7.0,00:00,"47,6"
Turku Artukainen,2021,3,12,10.6,2021-03-12,-0.7,8.0,00:00,"29,2"
Turku Artukainen,2021,3,13,11.9,2021-03-13,1.9,8.0,00:00,"62,8"
Turku Artukainen,2021,3,14,8.8,2021-03-14,1.6,8.0,00:00,"32,1"
Turku Artukainen,2021,3,15,7.5,2021-03-15,0.7,8.0,00:00,"33,9"
Turku Artukainen,2021,3,16,6.8,2021-03-16,1.0,8.0,00:00,"63,4"
Turku Artukainen,2021,3,17,6.4,2021-03-17,-0.2,7.0,00:00,"67,6"
Turku Artukainen,2021,3,18,6.5,2021-03-18,-1.8,0.0,00:00,"108,1"
Turku Artukainen,2021,3,19,7.0,2021-03-19,-5.0,0.0,00:00,"147,4"
Turku Artukainen,2021,3,20,7.6,2021-03-20,-0.5,2.0,00:00,"44,9"
Turku Artukainen,2021,3,21,7.6,2021-03-21,2.2,8.0,00:00,"100,4"
Turku Artukainen,2021,3,22,7.0,2021-03-22,0.6,0.0,00:00,"166,1"
Turku Artukainen,2021,3,23,5.4,2021-03-23,4.6,8.0,00:00,"120,3"
Turku Artukainen,2021,3,24,3.1,2021-03-24,2.9,0.0,00:00,"66,5"
Turku Artukainen,2021,3,25,2.0,2021-03-25,3.2,0.0,00:00,"131,1"
Turku Artukainen,2021,3,26,1.9,2021-03-26,3.1,7.0,00:00,"128,7"
Turku Artukainen,2021,3,27,1.0,2021-03-27,5.3,8.0,00:00,"153,4"
Turku Artukainen,2021,3,28,0.0,2021-03-28,3.9,6.0,00:00,"85,7"
Turku Artukainen,2021,3,29,0.0,2021-03-29,4.0,8.0,00:00,"27,5"
Turku Artukainen,2021,3,30,0.0,2021-03-30,5.6,8.0,00:00,"72,2"
Turku Artukainen,2021,3,31,0.0,2021-03-31,4.3,7.0,00:00,"127,9"
Turku Artukainen,2021,4,1,0.0,2021-04-01,3.3,0.0,00:00,"185,2"
Turku Artukainen,2021,4,2,0.0,2021-04-02,3.8,7.0,00:00,94
Turku Artukainen,2021,4,3,0.0,2021-04-03,3.2,7.0,00:00,"145,7"
Turku Artukainen,2021,4,4,0.0,2021-04-04,5.0,7.0,00:00,"159,6"
Turku Artukainen,2021,4,5,0.0,2021-04-05,2.8,6.0,00:00,47
Turku Artukainen,2021,4,6,,2021-04-06,2.9,7.0,00:00,"115,7"
Turku Artukainen,2021,4,7,0.0,2021-04-07,2.3,5.0,00:00,"94,3"
Turku Artukainen,2021,4,8,0.0,2021-04-08,1.3,6.0,00:00,"196,4"
Turku Artukainen,2021,4,9,0.0,2021-04-09,3.2,8.0,00:00,"35,6"
Turku Artukainen,2021,4,10,0.0,2021-04-10,3.3,8.0,00:00,"105,3"
Turku Artukainen,2021,4,11,0.0,2021-04-11,5.6,0.0,00:00,"225,1"
Turku Artukainen,2021,4,12,0.0,2021-04-12,7.6,8.0,00:00,"131,4"
Turku Artukainen,2021,4,13,0.0,2021-04-13,3.9,8.0,00:00,"115,2"
Turku Artukainen,2021,4,14,0.0,2021-04-14,3.3,7.0,00:00,"188,1"
Turku Artukainen,2021,4,15,0.0,2021-04-15,5.5,0.0,00:00,"239,9"
Turku Artukainen,2021,4,16,0.0,2021-04-16,8.3,0.0,00:00,"236,4"
Turku Artukainen,2021,4,17,0.0,2021-04-17,11.0,0.0,00:00,247
Turku Artukainen,2021,4,18,0.0,2021-04-18,10.3,0.0,00:00,"248,3"
Turku Artukainen,2021,4,19,0.0,2021-04-19,8.8,0.0,00:00,"249,7"
Turku Artukainen,2021,4,20,0.0,2021-04-20,7.5,0.0,00:00,"241,6"
Turku Artukainen,2021,4,21,0.0,2021-04-21,6.9,0.0,00:00,"236,1"
Turku Artukainen,2021,4,22,0.0,2021-04-22,5.6,0.0,00:00,"218,9"
Turku Artukainen,2021,4,23,0.0,2021-04-23,2.3,8.0,00:00,71
Turku Artukainen,2021,4,24,0.0,2021-04-24,2.1,8.0,00:00,"99,4"
Turku Artukainen,2021,4,25,0.1,2021-04-25,2.5,7.0,00:00,"103,7"
Turku Artukainen,2021,4,26,0.2,2021-04-26,2.6,8.0,00:00,"41,9"
Turku Artukainen,2021,4,27,0.0,2021-04-27,3.8,8.0,00:00,"96,7"
Turku Artukainen,2021,4,28,0.0,2021-04-28,3.3,0.0,00:00,"186,7"
Turku Artukainen,2021,4,29,0.0,2021-04-29,3.7,7.0,00:00,"223,7"
Turku Artukainen,2021,4,30,0.0,2021-04-30,3.8,0.0,00:00,"267,2"
