Observation station,Year,Month,Day,Snow depth mean [cm],Date,Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Lahti Laune,2007,4,3,-1.0,2007-04-03,2.0,1.0,138
Lahti Laune,2007,4,4,-1.0,2007-04-04,-1.0,0.0,"172,8"
Lahti Laune,2007,4,5,-1.0,2007-04-05,2.9,3.0,"172,7"
Lahti Laune,2007,4,6,-1.0,2007-04-06,1.5,7.0,"121,7"
Lahti Laune,2007,4,7,-1.0,2007-04-07,-0.1,1.0,"168,7"
Lahti Laune,2007,4,8,-1.0,2007-04-08,-0.9,0.0,204
Lahti Laune,2007,4,9,-1.0,2007-04-09,-1.6,0.0,"219,5"
Lahti Laune,2007,4,10,-1.0,2007-04-10,0.2,0.0,"198,9"
Lahti Laune,2007,4,11,-1.0,2007-04-11,4.9,3.0,"169,9"
Lahti Laune,2007,4,12,-1.0,2007-04-12,6.3,0.0,"227,9"
Lahti Laune,2007,4,13,-1.0,2007-04-13,7.1,0.0,"140,4"
Lahti Laune,2007,4,14,-1.0,2007-04-14,8.7,8.0,"226,4"
Lahti Laune,2007,4,15,-1.0,2007-04-15,9.7,0.0,"206,7"
Lahti Laune,2007,4,16,-1.0,2007-04-16,12.3,0.0,"229,5"
Lahti Laune,2007,4,17,-1.0,2007-04-17,5.8,0.0,"146,7"
Lahti Laune,2007,4,18,-1.0,2007-04-18,6.8,8.0,"128,5"
Lahti Laune,2007,4,19,-1.0,2007-04-19,3.3,3.0,"168,4"
Lahti Laune,2007,4,20,-1.0,2007-04-20,3.9,7.0,"76,1"
Lahti Laune,2007,4,21,-1.0,2007-04-21,3.6,7.0,"49,3"
Lahti Laune,2007,4,22,-1.0,2007-04-22,4.8,8.0,"253,7"
Lahti Laune,2007,4,23,-1.0,2007-04-23,2.0,0.0,"35,4"
Lahti Laune,2007,4,24,-1.0,2007-04-24,6.3,8.0,"98,2"
Lahti Laune,2007,4,25,-1.0,2007-04-25,8.3,0.0,"141,2"
Lahti Laune,2007,4,26,-1.0,2007-04-26,13.5,7.0,"186,1"
Lahti Laune,2007,4,27,-1.0,2007-04-27,11.4,3.0,"255,9"
Lahti Laune,2007,4,28,-1.0,2007-04-28,5.0,8.0,"177,3"
Lahti Laune,2007,4,29,-1.0,2007-04-29,3.5,0.0,"134,3"
Lahti Laune,2007,4,30,-1.0,2007-04-30,2.4,0.0,"261,9"
Lahti Laune,2007,5,1,-1.0,2007-05-01,3.2,0.0,"278,2"
Lahti Laune,2007,5,2,-1.0,2007-05-02,2.9,8.0,"105,2"
Lahti Laune,2007,5,3,-1.0,2007-05-03,3.3,8.0,"141,6"
Lahti Laune,2007,5,4,-1.0,2007-05-04,3.4,7.0,135
Lahti Laune,2007,5,5,-1.0,2007-05-05,4.2,1.0,247
Lahti Laune,2007,5,6,-1.0,2007-05-06,8.9,8.0,"212,4"
Lahti Laune,2007,5,7,-1.0,2007-05-07,11.0,7.0,"251,1"
Lahti Laune,2007,5,8,-1.0,2007-05-08,7.2,7.0,"90,2"
Lahti Laune,2007,5,9,-1.0,2007-05-09,9.1,1.0,"201,5"
Lahti Laune,2007,5,10,-1.0,2007-05-10,9.1,1.0,"282,6"
Lahti Laune,2007,5,11,-1.0,2007-05-11,6.9,0.0,"261,4"
Lahti Laune,2007,5,12,-1.0,2007-05-12,7.1,0.0,"241,8"
Lahti Laune,2007,5,13,-1.0,2007-05-13,8.9,0.0,"294,7"
Lahti Laune,2007,5,14,-1.0,2007-05-14,10.7,0.0,"199,6"
Lahti Laune,2007,5,15,-1.0,2007-05-15,12.1,8.0,"91,8"
Lahti Laune,2007,5,16,-1.0,2007-05-16,9.5,0.0,"302,3"
Lahti Laune,2007,5,17,-1.0,2007-05-17,10.4,0.0,"278,2"
Lahti Laune,2007,5,18,-1.0,2007-05-18,11.0,0.0,"303,8"
Lahti Laune,2007,5,19,-1.0,2007-05-19,12.6,0.0,"311,1"
Lahti Laune,2007,5,20,-1.0,2007-05-20,15.5,5.0,"314,6"
Lahti Laune,2007,5,21,-1.0,2007-05-21,14.5,0.0,"269,7"
Lahti Laune,2007,5,22,-1.0,2007-05-22,11.6,8.0,"116,6"
Lahti Laune,2007,5,23,-1.0,2007-05-23,12.6,8.0,"232,4"
Lahti Laune,2007,5,24,-1.0,2007-05-24,10.7,1.0,"157,8"
Lahti Laune,2007,5,25,-1.0,2007-05-25,12.7,7.0,"130,9"
Lahti Laune,2007,5,26,-1.0,2007-05-26,14.2,7.0,"78,6"
Lahti Laune,2007,5,27,-1.0,2007-05-27,17.3,5.0,"279,3"
Lahti Laune,2007,5,28,-1.0,2007-05-28,18.2,7.0,"228,5"
Lahti Laune,2007,5,29,-1.0,2007-05-29,17.6,0.0,"263,8"
Lahti Laune,2007,5,30,-1.0,2007-05-30,14.7,8.0,"71,2"
Lahti Laune,2007,5,31,-1.0,2007-05-31,15.4,8.0,"69,3"
Lahti Laune,2007,6,1,-1.0,2007-06-01,13.2,1.0,345
Lahti Laune,2007,6,2,-1.0,2007-06-02,12.9,0.0,"346,6"
Lahti Laune,2007,6,3,-1.0,2007-06-03,15.1,0.0,"346,2"
Lahti Laune,2007,6,4,-1.0,2007-06-04,17.4,0.0,"338,9"
Lahti Laune,2007,6,5,-1.0,2007-06-05,17.6,0.0,"334,3"
Lahti Laune,2007,6,6,-1.0,2007-06-06,19.8,0.0,"318,9"
Lahti Laune,2007,6,7,-1.0,2007-06-07,18.0,0.0,"341,8"
Lahti Laune,2007,6,8,-1.0,2007-06-08,18.8,0.0,"331,2"
Lahti Laune,2007,6,9,-1.0,2007-06-09,19.8,0.0,335
Lahti Laune,2007,6,10,-1.0,2007-06-10,17.9,0.0,"311,4"
Lahti Laune,2007,6,11,-1.0,2007-06-11,14.7,7.0,278
Lahti Laune,2007,6,12,-1.0,2007-06-12,13.6,7.0,"131,1"
Lahti Laune,2007,6,13,-1.0,2007-06-13,14.3,3.0,"233,6"
Lahti Laune,2007,6,14,-1.0,2007-06-14,10.5,7.0,"75,9"
Lahti Laune,2007,6,15,-1.0,2007-06-15,10.8,7.0,"266,4"
Lahti Laune,2007,6,16,-1.0,2007-06-16,13.1,0.0,"328,1"
Lahti Laune,2007,6,17,-1.0,2007-06-17,14.6,0.0,"173,4"
Lahti Laune,2007,6,18,-1.0,2007-06-18,13.4,8.0,"95,6"
Lahti Laune,2007,6,19,-1.0,2007-06-19,14.0,0.0,"280,1"
Lahti Laune,2007,6,20,-1.0,2007-06-20,14.1,0.0,"264,8"
Lahti Laune,2007,6,21,-1.0,2007-06-21,14.3,5.0,"260,3"
Lahti Laune,2007,6,22,-1.0,2007-06-22,13.4,1.0,"314,4"
Lahti Laune,2007,6,23,-1.0,2007-06-23,14.7,0.0,356
Lahti Laune,2007,6,24,-1.0,2007-06-24,16.8,0.0,"326,2"
Lahti Laune,2007,6,25,-1.0,2007-06-25,15.3,1.0,"233,6"
Lahti Laune,2007,6,26,-1.0,2007-06-26,11.2,8.0,"133,6"
Lahti Laune,2007,6,27,-1.0,2007-06-27,12.2,5.0,"45,1"
Lahti Laune,2007,6,28,-1.0,2007-06-28,12.4,7.0,"76,3"
Lahti Laune,2007,6,29,-1.0,2007-06-29,15.1,7.0,"184,6"
Lahti Laune,2007,6,30,-1.0,2007-06-30,15.1,8.0,"255,4"
Lahti Laune,2007,7,1,-1.0,2007-07-01,16.0,3.0,"271,5"
Lahti Laune,2007,7,2,-1.0,2007-07-02,18.3,7.0,"279,1"
Lahti Laune,2007,7,3,-1.0,2007-07-03,18.8,0.0,"307,5"
Lahti Laune,2007,7,4,-1.0,2007-07-04,19.6,0.0,"288,1"
Lahti Laune,2007,7,5,-1.0,2007-07-05,19.6,0.0,"331,3"
Lahti Laune,2007,7,6,-1.0,2007-07-06,16.5,7.0,"79,4"
Lahti Laune,2007,7,7,-1.0,2007-07-07,18.3,7.0,"189,5"
Lahti Laune,2007,7,8,-1.0,2007-07-08,16.5,7.0,"157,4"
Lahti Laune,2007,7,9,-1.0,2007-07-09,17.0,3.0,"165,4"
Lahti Laune,2007,7,10,-1.0,2007-07-10,16.0,1.0,"119,1"
Lahti Laune,2007,7,11,-1.0,2007-07-11,15.1,0.0,50
Lahti Laune,2007,7,12,-1.0,2007-07-12,17.2,8.0,"292,3"
Lahti Laune,2007,7,13,-1.0,2007-07-13,16.1,3.0,"306,6"
Lahti Laune,2007,7,14,-1.0,2007-07-14,15.4,8.0,"109,3"
Lahti Laune,2007,7,15,-1.0,2007-07-15,14.9,8.0,115
Lahti Laune,2007,7,16,-1.0,2007-07-16,17.6,1.0,"218,3"
Lahti Laune,2007,7,17,-1.0,2007-07-17,19.2,0.0,"292,6"
Lahti Laune,2007,7,18,-1.0,2007-07-18,18.4,7.0,"287,6"
Lahti Laune,2007,7,19,-1.0,2007-07-19,15.1,7.0,"194,2"
Lahti Laune,2007,7,20,-1.0,2007-07-20,14.9,8.0,"190,4"
Lahti Laune,2007,7,21,-1.0,2007-07-21,15.6,8.0,"243,8"
Lahti Laune,2007,7,22,-1.0,2007-07-22,16.3,0.0,"320,8"
Lahti Laune,2007,7,23,-1.0,2007-07-23,16.1,0.0,"232,5"
Lahti Laune,2007,7,24,-1.0,2007-07-24,15.8,8.0,"110,2"
Lahti Laune,2007,7,25,-1.0,2007-07-25,17.2,3.0,"109,5"
Lahti Laune,2007,7,26,-1.0,2007-07-26,19.2,5.0,"294,4"
Lahti Laune,2007,7,27,-1.0,2007-07-27,18.2,0.0,"179,9"
Lahti Laune,2007,7,28,-1.0,2007-07-28,16.7,8.0,"256,3"
Lahti Laune,2007,7,29,-1.0,2007-07-29,15.0,5.0,"145,8"
Lahti Laune,2007,7,30,-1.0,2007-07-30,14.5,0.0,"129,3"
Lahti Laune,2007,7,31,-1.0,2007-07-31,12.8,7.0,"60,6"
Lahti Laune,2007,8,1,-1.0,2007-08-01,15.6,7.0,"238,9"
Lahti Laune,2007,8,2,-1.0,2007-08-02,16.1,3.0,"138,7"
Lahti Laune,2007,8,3,-1.0,2007-08-03,16.2,7.0,"148,6"
Lahti Laune,2007,8,4,-1.0,2007-08-04,17.8,7.0,251
Lahti Laune,2007,8,5,-1.0,2007-08-05,18.7,0.0,"229,9"
Lahti Laune,2007,8,6,-1.0,2007-08-06,19.7,0.0,"268,1"
Lahti Laune,2007,8,7,-1.0,2007-08-07,20.9,0.0,"266,4"
Lahti Laune,2007,8,8,-1.0,2007-08-08,20.2,0.0,"263,2"
Lahti Laune,2007,8,9,-1.0,2007-08-09,20.0,0.0,"262,4"
Lahti Laune,2007,8,10,-1.0,2007-08-10,20.5,0.0,"252,1"
Lahti Laune,2007,8,11,-1.0,2007-08-11,20.6,0.0,"257,3"
Lahti Laune,2007,8,12,-1.0,2007-08-12,18.0,1.0,"112,7"
Lahti Laune,2007,8,13,-1.0,2007-08-13,21.4,7.0,239
Lahti Laune,2007,8,14,-1.0,2007-08-14,19.6,0.0,150
Lahti Laune,2007,8,15,-1.0,2007-08-15,19.0,7.0,"250,8"
Lahti Laune,2007,8,16,-1.0,2007-08-16,18.6,0.0,"168,2"
Lahti Laune,2007,8,17,-1.0,2007-08-17,18.5,5.0,"213,5"
Lahti Laune,2007,8,18,-1.0,2007-08-18,15.5,0.0,"209,4"
Lahti Laune,2007,8,19,-1.0,2007-08-19,14.5,1.0,181
Lahti Laune,2007,8,20,-1.0,2007-08-20,14.4,0.0,"227,8"
Lahti Laune,2007,8,21,-1.0,2007-08-21,16.6,0.0,"211,3"
Lahti Laune,2007,8,22,-1.0,2007-08-22,18.0,7.0,"65,9"
Lahti Laune,2007,8,23,-1.0,2007-08-23,16.5,3.0,"85,5"
Lahti Laune,2007,8,24,-1.0,2007-08-24,17.2,0.0,"116,8"
Lahti Laune,2007,8,25,-1.0,2007-08-25,15.7,0.0,"116,9"
Lahti Laune,2007,8,26,-1.0,2007-08-26,11.9,0.0,"114,1"
Lahti Laune,2007,8,27,-1.0,2007-08-27,11.4,1.0,"147,2"
Lahti Laune,2007,8,28,-1.0,2007-08-28,9.8,7.0,"88,8"
Lahti Laune,2007,8,29,-1.0,2007-08-29,8.8,7.0,"98,5"
Lahti Laune,2007,8,30,-1.0,2007-08-30,8.2,5.0,"143,1"
Lahti Laune,2007,8,31,-1.0,2007-08-31,7.4,0.0,"200,3"
Lahti Laune,2007,9,1,-1.0,2007-09-01,5.9,0.0,"188,8"
Lahti Laune,2007,9,2,-1.0,2007-09-02,9.0,1.0,"76,3"
Lahti Laune,2007,9,3,-1.0,2007-09-03,11.0,7.0,"132,6"
Lahti Laune,2007,9,4,-1.0,2007-09-04,9.9,7.0,"108,3"
Lahti Laune,2007,9,5,-1.0,2007-09-05,9.2,0.0,"189,4"
Lahti Laune,2007,9,6,-1.0,2007-09-06,11.1,7.0,"56,7"
Lahti Laune,2007,9,7,-1.0,2007-09-07,8.4,0.0,"187,3"
Lahti Laune,2007,9,8,-1.0,2007-09-08,7.3,0.0,"148,1"
Lahti Laune,2007,9,9,-1.0,2007-09-09,8.4,0.0,"108,2"
Lahti Laune,2007,9,10,-1.0,2007-09-10,8.0,7.0,"134,2"
Lahti Laune,2007,9,11,-1.0,2007-09-11,7.5,0.0,"180,3"
Lahti Laune,2007,9,12,-1.0,2007-09-12,8.7,0.0,"71,1"
Lahti Laune,2007,9,13,-1.0,2007-09-13,9.0,0.0,"104,8"
Lahti Laune,2007,9,14,-1.0,2007-09-14,7.8,8.0,"160,2"
Lahti Laune,2007,9,15,-1.0,2007-09-15,9.6,7.0,68
Lahti Laune,2007,9,16,-1.0,2007-09-16,7.5,1.0,"64,6"
Lahti Laune,2007,9,17,-1.0,2007-09-17,8.6,5.0,"26,7"
Lahti Laune,2007,9,18,-1.0,2007-09-18,8.9,0.0,"26,7"
Lahti Laune,2007,9,19,-1.0,2007-09-19,6.8,8.0,"77,5"
Lahti Laune,2007,9,20,-1.0,2007-09-20,6.4,0.0,"71,9"
Lahti Laune,2007,9,21,-1.0,2007-09-21,12.4,3.0,"66,9"
Lahti Laune,2007,9,22,-1.0,2007-09-22,11.3,7.0,"56,6"
Lahti Laune,2007,9,23,-1.0,2007-09-23,8.9,0.0,"107,3"
Lahti Laune,2007,9,24,-1.0,2007-09-24,11.5,1.0,70
Lahti Laune,2007,9,25,-1.0,2007-09-25,12.5,0.0,122
Lahti Laune,2007,9,26,-1.0,2007-09-26,12.4,3.0,"64,4"
Lahti Laune,2007,9,27,-1.0,2007-09-27,11.2,7.0,"21,9"
Lahti Laune,2007,9,28,-1.0,2007-09-28,9.0,7.0,"32,1"
Lahti Laune,2007,9,29,-1.0,2007-09-29,13.1,8.0,"59,2"
Lahti Laune,2007,9,30,-1.0,2007-09-30,12.6,7.0,"60,2"
Lahti Laune,2007,10,1,-1.0,2007-10-01,11.2,0.0,"55,6"
Lahti Laune,2007,10,2,-1.0,2007-10-02,11.1,7.0,"78,3"
Lahti Laune,2007,10,3,-1.0,2007-10-03,10.4,8.0,"28,4"
Lahti Laune,2007,10,4,-1.0,2007-10-04,12.0,8.0,"22,8"
Lahti Laune,2007,10,5,-1.0,2007-10-05,11.7,5.0,"63,7"
Lahti Laune,2007,10,6,-1.0,2007-10-06,11.1,7.0,"54,3"
Lahti Laune,2007,10,7,-1.0,2007-10-07,9.8,7.0,58
Lahti Laune,2007,10,8,-1.0,2007-10-08,8.5,7.0,36
Lahti Laune,2007,10,9,-1.0,2007-10-09,5.9,3.0,"34,9"
Lahti Laune,2007,10,10,-1.0,2007-10-10,2.8,0.0,"54,5"
Lahti Laune,2007,10,11,-1.0,2007-10-11,1.1,0.0,"83,6"
Lahti Laune,2007,10,12,-1.0,2007-10-12,1.8,8.0,28
Lahti Laune,2007,10,13,-1.0,2007-10-13,1.7,1.0,"95,7"
Lahti Laune,2007,10,14,-1.0,2007-10-14,1.3,0.0,"27,4"
Lahti Laune,2007,10,15,-1.0,2007-10-15,8.4,8.0,"26,6"
Lahti Laune,2007,10,16,-1.0,2007-10-16,7.8,8.0,"18,7"
Lahti Laune,2007,10,17,-1.0,2007-10-17,8.6,7.0,"43,9"
Lahti Laune,2007,10,18,-1.0,2007-10-18,5.5,0.0,"54,7"
Lahti Laune,2007,10,19,-1.0,2007-10-19,4.0,8.0,"61,7"
Lahti Laune,2007,10,20,-1.0,2007-10-20,0.1,3.0,"69,7"
Lahti Laune,2007,10,21,-1.0,2007-10-21,-2.6,0.0,"82,6"
Lahti Laune,2007,10,22,-1.0,2007-10-22,-1.6,0.0,"70,2"
Lahti Laune,2007,10,23,-1.0,2007-10-23,-2.0,0.0,46
Lahti Laune,2007,10,24,-1.0,2007-10-24,1.3,1.0,"26,8"
Lahti Laune,2007,10,25,-1.0,2007-10-25,3.3,8.0,"9,3"
Lahti Laune,2007,10,26,-1.0,2007-10-26,4.8,7.0,"10,2"
Lahti Laune,2007,10,27,-1.0,2007-10-27,5.6,8.0,4
Lahti Laune,2007,10,28,-1.0,2007-10-28,7.1,8.0,"3,6"
Lahti Laune,2007,10,29,-1.0,2007-10-29,8.7,8.0,"13,7"
Lahti Laune,2007,10,30,-1.0,2007-10-30,8.3,8.0,"5,1"
Lahti Laune,2007,10,31,-1.0,2007-10-31,4.6,7.0,"37,9"
Lahti Laune,2007,11,1,-1.0,2007-11-01,6.2,8.0,"18,2"
Lahti Laune,2007,11,2,-1.0,2007-11-02,4.2,8.0,"43,4"
Lahti Laune,2007,11,3,-1.0,2007-11-03,-1.3,7.0,"11,5"
Lahti Laune,2007,11,4,-1.0,2007-11-04,-1.8,1.0,"46,4"
Lahti Laune,2007,11,5,-1.0,2007-11-05,-4.0,0.0,23
Lahti Laune,2007,11,6,-1.0,2007-11-06,1.9,7.0,"6,4"
Lahti Laune,2007,11,7,-1.0,2007-11-07,0.5,7.0,"3,3"
Lahti Laune,2007,11,8,-1.0,2007-11-08,1.5,8.0,7
Lahti Laune,2007,11,9,-1.0,2007-11-09,2.4,8.0,"5,4"
Lahti Laune,2007,11,10,-1.0,2007-11-10,1.4,7.0,"7,4"
Lahti Laune,2007,11,11,-1.0,2007-11-11,1.4,8.0,4
Lahti Laune,2007,11,12,-1.0,2007-11-12,-0.2,8.0,"5,5"
Lahti Laune,2007,11,13,-1.0,2007-11-13,-1.3,8.0,"8,3"
Lahti Laune,2007,11,14,0.0,2007-11-14,-4.1,8.0,"16,3"
Lahti Laune,2007,11,15,1.2,2007-11-15,-4.0,8.0,"11,3"
Lahti Laune,2007,11,16,-0.5,2007-11-16,-1.5,3.0,"18,9"
Lahti Laune,2007,11,17,2.9,2007-11-17,-2.7,8.0,"17,2"
Lahti Laune,2007,11,18,3.2,2007-11-18,-0.6,8.0,"5,5"
Lahti Laune,2007,11,19,-0.7,2007-11-19,1.9,8.0,"8,1"
Lahti Laune,2007,11,20,-1.0,2007-11-20,-3.1,7.0,"14,9"
Lahti Laune,2007,11,21,-1.0,2007-11-21,1.5,8.0,"3,8"
Lahti Laune,2007,11,22,-1.0,2007-11-22,1.7,8.0,"1,7"
Lahti Laune,2007,11,23,-1.0,2007-11-23,3.0,8.0,"1,4"
Lahti Laune,2007,11,24,-1.0,2007-11-24,-5.2,7.0,"19,6"
Lahti Laune,2007,11,25,0.4,2007-11-25,-2.4,7.0,"1,7"
Lahti Laune,2007,11,26,2.1,2007-11-26,0.3,8.0,"10,8"
Lahti Laune,2007,11,27,3.9,2007-11-27,-1.5,8.0,"8,3"
Lahti Laune,2007,11,28,5.0,2007-11-28,-3.9,8.0,"19,6"
Lahti Laune,2007,11,29,5.0,2007-11-29,-6.1,3.0,"10,6"
Lahti Laune,2007,11,30,5.0,2007-11-30,-4.8,8.0,"7,2"
Lahti Laune,2007,12,1,5.0,2007-12-01,-3.8,8.0,"6,2"
Lahti Laune,2007,12,2,5.9,2007-12-02,-0.8,8.0,"4,2"
Lahti Laune,2007,12,3,,2007-12-03,0.2,7.0,1
,2007,12,4,,2007-12-04,-1.5,8.0,"4,6"
Lahti Laune,2007,12,5,9.5,2007-12-05,-1.1,7.0,"7,4"
Lahti Laune,2007,12,6,2.4,2007-12-06,4.4,8.0,"1,2"
Lahti Laune,2007,12,7,-1.0,2007-12-07,4.0,7.0,"0,9"
Lahti Laune,2007,12,8,0.0,2007-12-08,3.6,7.0,"1,8"
Lahti Laune,2007,12,9,-1.0,2007-12-09,2.9,7.0,"4,4"
Lahti Laune,2007,12,10,-1.0,2007-12-10,2.2,7.0,"0,1"
Lahti Laune,2007,12,11,-1.0,2007-12-11,3.2,8.0,"6,4"
Lahti Laune,2007,12,12,-1.0,2007-12-12,-1.5,8.0,"11,1"
Lahti Laune,2007,12,13,-1.0,2007-12-13,-5.2,0.0,"5,7"
Lahti Laune,2007,12,14,-1.0,2007-12-14,-4.6,,"8,5"
Lahti Laune,2007,12,15,-1.0,2007-12-15,-0.3,,"3,4"
Lahti Laune,2007,12,16,-1.0,2007-12-16,-1.2,,"10,5"
Lahti Laune,2007,12,17,-1.0,2007-12-17,-1.1,,"4,1"
Lahti Laune,2007,12,18,-1.0,2007-12-18,0.7,,"4,5"
Lahti Laune,2007,12,19,-1.0,2007-12-19,0.8,8.0,"6,3"
Lahti Laune,2007,12,20,-1.0,2007-12-20,3.7,7.0,10
Lahti Laune,2007,12,21,-1.0,2007-12-21,2.6,8.0,"11,9"
Lahti Laune,2007,12,22,-1.0,2007-12-22,-0.2,0.0,8
Lahti Laune,2007,12,23,-1.0,2007-12-23,-1.3,9.0,"0,1"
Lahti Laune,2007,12,24,-1.0,2007-12-24,0.9,8.0,2
Lahti Laune,2007,12,25,-1.0,2007-12-25,2.7,8.0,2
Lahti Laune,2007,12,26,-1.0,2007-12-26,1.6,7.0,"0,7"
Lahti Laune,2007,12,27,-1.0,2007-12-27,3.9,7.0,"3,5"
Lahti Laune,2007,12,28,-1.0,2007-12-28,3.9,8.0,"2,9"
Lahti Laune,2007,12,29,-1.0,2007-12-29,5.1,8.0,"2,1"
Lahti Laune,2007,12,30,-1.0,2007-12-30,3.3,8.0,"3,7"
Lahti Laune,2007,12,31,-1.0,2007-12-31,-0.3,7.0,"0,7"
Lahti Laune,2008,1,1,-1.0,2008-01-01,0.2,7.0,"1,1"
Lahti Laune,2008,1,2,-1.0,2008-01-02,-3.6,8.0,"4,3"
Lahti Laune,2008,1,3,,2008-01-03,-6.1,8.0,"6,2"
,2008,1,4,,2008-01-04,-8.6,7.0,"12,8"
,2008,1,5,,2008-01-05,-8.6,0.0,"13,8"
Lahti Laune,2008,1,6,-1.0,2008-01-06,-6.2,1.0,"11,5"
Lahti Laune,2008,1,7,3.1,2008-01-07,-5.3,8.0,"3,6"
Lahti Laune,2008,1,8,6.4,2008-01-08,-3.9,7.0,"2,8"
Lahti Laune,2008,1,9,8.9,2008-01-09,-3.2,7.0,"5,5"
Lahti Laune,2008,1,10,10.7,2008-01-10,0.5,8.0,"3,7"
Lahti Laune,2008,1,11,7.8,2008-01-11,1.8,7.0,"0,5"
Lahti Laune,2008,1,12,4.7,2008-01-12,2.1,7.0,"2,4"
Lahti Laune,2008,1,13,2.5,2008-01-13,1.7,8.0,"4,9"
Lahti Laune,2008,1,14,2.5,2008-01-14,0.9,3.0,2
Lahti Laune,2008,1,15,1.3,2008-01-15,1.5,8.0,"1,4"
Lahti Laune,2008,1,16,-0.8,2008-01-16,1.6,7.0,"3,3"
Lahti Laune,2008,1,17,-0.8,2008-01-17,2.2,8.0,"0,8"
Lahti Laune,2008,1,18,-0.9,2008-01-18,1.4,8.0,"1,4"
Lahti Laune,2008,1,19,,2008-01-19,1.3,8.0,"1,2"
,2008,1,20,,2008-01-20,1.3,8.0,10
Lahti Laune,2008,1,21,1.8,2008-01-21,-0.5,3.0,"2,7"
Lahti Laune,2008,1,22,8.7,2008-01-22,-2.3,8.0,"9,7"
Lahti Laune,2008,1,23,10.5,2008-01-23,-3.4,7.0,"12,1"
Lahti Laune,2008,1,24,11.3,2008-01-24,-2.5,8.0,"4,3"
Lahti Laune,2008,1,25,11.3,2008-01-25,0.8,8.0,"19,6"
Lahti Laune,2008,1,26,9.9,2008-01-26,0.0,7.0,"19,1"
Lahti Laune,2008,1,27,12.8,2008-01-27,-3.7,5.0,"21,5"
Lahti Laune,2008,1,28,12.8,2008-01-28,-4.0,8.0,"27,5"
Lahti Laune,2008,1,29,10.9,2008-01-29,1.9,8.0,6
Lahti Laune,2008,1,30,8.9,2008-01-30,0.4,8.0,"8,2"
Lahti Laune,2008,1,31,18.9,2008-01-31,-1.7,7.0,"20,1"
Lahti Laune,2008,2,1,20.2,2008-02-01,-0.5,7.0,"4,2"
Lahti Laune,2008,2,2,21.3,2008-02-02,1.2,7.0,7
Lahti Laune,2008,2,3,21.9,2008-02-03,-1.9,7.0,"37,2"
Lahti Laune,2008,2,4,21.8,2008-02-04,-2.2,8.0,"8,1"
Lahti Laune,2008,2,5,19.6,2008-02-05,-0.3,7.0,"9,3"
Lahti Laune,2008,2,6,21.0,2008-02-06,0.6,9.0,"10,2"
Lahti Laune,2008,2,7,20.4,2008-02-07,0.6,8.0,"9,9"
Lahti Laune,2008,2,8,19.2,2008-02-08,0.5,7.0,"10,5"
Lahti Laune,2008,2,9,18.8,2008-02-09,1.2,8.0,"5,4"
Lahti Laune,2008,2,10,16.3,2008-02-10,1.6,7.0,"4,6"
Lahti Laune,2008,2,11,14.6,2008-02-11,1.2,7.0,"6,8"
Lahti Laune,2008,2,12,13.7,2008-02-12,0.7,8.0,"7,7"
Lahti Laune,2008,2,13,12.2,2008-02-13,0.0,8.0,"33,5"
Lahti Laune,2008,2,14,13.0,2008-02-14,-3.2,0.0,"49,3"
Lahti Laune,2008,2,15,13.0,2008-02-15,-6.8,5.0,"56,5"
Lahti Laune,2008,2,16,12.9,2008-02-16,-8.9,0.0,"54,5"
Lahti Laune,2008,2,17,12.7,2008-02-17,-0.8,7.0,"25,7"
Lahti Laune,2008,2,18,12.7,2008-02-18,-3.1,7.0,28
Lahti Laune,2008,2,19,12.9,2008-02-19,-4.6,5.0,68
Lahti Laune,2008,2,20,13.2,2008-02-20,-4.4,5.0,"24,9"
Lahti Laune,2008,2,21,14.3,2008-02-21,-0.5,7.0,"13,4"
Lahti Laune,2008,2,22,12.9,2008-02-22,2.0,7.0,"50,1"
Lahti Laune,2008,2,23,12.0,2008-02-23,0.8,7.0,"69,9"
Lahti Laune,2008,2,24,13.3,2008-02-24,-1.0,8.0,"13,6"
Lahti Laune,2008,2,25,13.9,2008-02-25,2.3,9.0,"68,9"
Lahti Laune,2008,2,26,13.7,2008-02-26,0.8,0.0,"62,7"
Lahti Laune,2008,2,27,15.7,2008-02-27,1.5,8.0,"22,2"
Lahti Laune,2008,2,28,15.7,2008-02-28,-1.0,7.0,"26,2"
Lahti Laune,2008,2,29,16.0,2008-02-29,-1.8,8.0,"30,5"
Lahti Laune,2008,3,1,16.8,2008-03-01,-0.7,7.0,"21,7"
Lahti Laune,2008,3,2,15.9,2008-03-02,-0.6,7.0,"20,4"
Lahti Laune,2008,3,3,16.2,2008-03-03,-3.8,7.0,"34,1"
Lahti Laune,2008,3,4,19.7,2008-03-04,-5.9,8.0,59
Lahti Laune,2008,3,5,20.0,2008-03-05,-7.4,7.0,"113,5"
Lahti Laune,2008,3,6,21.3,2008-03-06,-4.6,1.0,34
Lahti Laune,2008,3,7,24.9,2008-03-07,-0.2,7.0,"63,8"
Lahti Laune,2008,3,8,24.6,2008-03-08,-0.7,8.0,"48,8"
Lahti Laune,2008,3,9,24.9,2008-03-09,1.2,8.0,"27,7"
Lahti Laune,2008,3,10,19.2,2008-03-10,4.2,8.0,"72,4"
Lahti Laune,2008,3,11,16.1,2008-03-11,3.5,7.0,"92,5"
Lahti Laune,2008,3,12,14.7,2008-03-12,2.0,7.0,"15,9"
