Observation station,Year,Month,Day,Snow depth mean [cm],Date,Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Lahti Laune,2008,3,13,14.8,2008-03-13,0.8,8.0,"18,9"
Lahti Laune,2008,3,14,14.9,2008-03-14,0.8,8.0,"52,9"
Lahti Laune,2008,3,15,17.0,2008-03-15,-2.0,7.0,40
Lahti Laune,2008,3,16,18.4,2008-03-16,-1.3,7.0,"44,8"
Lahti Laune,2008,3,17,18.8,2008-03-17,-0.4,7.0,"51,1"
Lahti Laune,2008,3,18,19.0,2008-03-18,-1.0,8.0,"71,5"
Lahti Laune,2008,3,19,18.9,2008-03-19,-3.4,7.0,"84,4"
Lahti Laune,2008,3,20,20.4,2008-03-20,-5.7,7.0,"131,4"
Lahti Laune,2008,3,21,20.0,2008-03-21,-9.7,1.0,"133,2"
Lahti Laune,2008,3,22,20.0,2008-03-22,-8.2,7.0,"112,5"
Lahti Laune,2008,3,23,,2008-03-23,-5.1,7.0,"74,2"
,2008,3,24,,2008-03-24,-5.7,8.0,"145,3"
Lahti Laune,2008,3,25,23.5,2008-03-25,-4.4,8.0,"103,6"
Lahti Laune,2008,3,26,34.9,2008-03-26,-4.2,8.0,"45,9"
Lahti Laune,2008,3,27,41.3,2008-03-27,-2.6,7.0,"123,9"
Lahti Laune,2008,3,28,40.0,2008-03-28,-1.1,1.0,"162,7"
Lahti Laune,2008,3,29,37.8,2008-03-29,1.6,7.0,"181,5"
Lahti Laune,2008,3,30,34.6,2008-03-30,2.9,0.0,"40,8"
Lahti Laune,2008,3,31,29.7,2008-03-31,3.4,1.0,"164,1"
Lahti Laune,2008,4,1,24.7,2008-04-01,5.5,0.0,"161,6"
Lahti Laune,2008,4,2,22.3,2008-04-02,3.6,1.0,"179,3"
Lahti Laune,2008,4,3,20.8,2008-04-03,5.0,3.0,142
Lahti Laune,2008,4,4,18.2,2008-04-04,5.2,7.0,181
Lahti Laune,2008,4,5,15.6,2008-04-05,1.0,0.0,"25,8"
Lahti Laune,2008,4,6,13.2,2008-04-06,5.3,7.0,"80,8"
Lahti Laune,2008,4,7,,2008-04-07,6.1,7.0,"36,3"
,2008,4,8,,2008-04-08,6.0,8.0,"30,9"
Lahti Laune,2008,4,9,-1.0,2008-04-09,3.0,8.0,"47,4"
Lahti Laune,2008,4,10,-1.0,2008-04-10,3.3,7.0,"106,9"
Lahti Laune,2008,4,11,-1.0,2008-04-11,2.4,3.0,"120,6"
Lahti Laune,2008,4,12,-1.0,2008-04-12,4.6,8.0,"225,8"
Lahti Laune,2008,4,13,-1.0,2008-04-13,1.3,8.0,"21,3"
Lahti Laune,2008,4,14,-1.0,2008-04-14,1.1,7.0,"175,2"
Lahti Laune,2008,4,15,-1.0,2008-04-15,2.4,0.0,"158,4"
Lahti Laune,2008,4,16,-1.0,2008-04-16,3.6,7.0,"72,3"
Lahti Laune,2008,4,17,-1.0,2008-04-17,5.2,8.0,"185,2"
Lahti Laune,2008,4,18,-1.0,2008-04-18,5.1,7.0,"119,1"
Lahti Laune,2008,4,19,-1.0,2008-04-19,4.5,0.0,"178,7"
Lahti Laune,2008,4,20,-1.0,2008-04-20,3.4,0.0,"254,6"
Lahti Laune,2008,4,21,-1.0,2008-04-21,5.2,7.0,"131,1"
Lahti Laune,2008,4,22,-1.0,2008-04-22,3.7,5.0,"246,6"
Lahti Laune,2008,4,23,-1.0,2008-04-23,6.4,0.0,"257,6"
Lahti Laune,2008,4,24,-1.0,2008-04-24,7.8,0.0,"237,5"
Lahti Laune,2008,4,25,-1.0,2008-04-25,7.7,0.0,"240,1"
Lahti Laune,2008,4,26,-1.0,2008-04-26,9.3,3.0,"238,2"
Lahti Laune,2008,4,27,-1.0,2008-04-27,10.4,5.0,"199,8"
Lahti Laune,2008,4,28,-1.0,2008-04-28,11.4,8.0,"153,7"
Lahti Laune,2008,4,29,-1.0,2008-04-29,13.2,7.0,"257,5"
Lahti Laune,2008,4,30,-1.0,2008-04-30,14.6,0.0,"246,8"
Lahti Laune,2008,5,1,-1.0,2008-05-01,14.6,0.0,"183,9"
Lahti Laune,2008,5,2,-1.0,2008-05-02,17.1,7.0,"207,1"
Lahti Laune,2008,5,3,-1.0,2008-05-03,16.0,0.0,"260,5"
Lahti Laune,2008,5,4,-1.0,2008-05-04,14.1,3.0,"241,5"
Lahti Laune,2008,5,5,-1.0,2008-05-05,8.2,3.0,172
Lahti Laune,2008,5,6,-1.0,2008-05-06,5.7,5.0,"290,3"
Lahti Laune,2008,5,7,-1.0,2008-05-07,8.3,8.0,"139,2"
Lahti Laune,2008,5,8,-1.0,2008-05-08,10.4,7.0,"219,1"
Lahti Laune,2008,5,9,-1.0,2008-05-09,11.2,8.0,"173,7"
Lahti Laune,2008,5,10,-1.0,2008-05-10,13.0,9.0,"265,1"
Lahti Laune,2008,5,11,-1.0,2008-05-11,15.6,0.0,"286,7"
Lahti Laune,2008,5,12,-1.0,2008-05-12,9.4,8.0,"256,1"
Lahti Laune,2008,5,13,-1.0,2008-05-13,4.6,0.0,"241,6"
Lahti Laune,2008,5,14,-1.0,2008-05-14,4.4,0.0,"242,4"
Lahti Laune,2008,5,15,-1.0,2008-05-15,3.1,7.0,"173,2"
Lahti Laune,2008,5,16,-1.0,2008-05-16,5.0,7.0,"216,9"
Lahti Laune,2008,5,17,-1.0,2008-05-17,6.6,0.0,"218,8"
Lahti Laune,2008,5,18,-1.0,2008-05-18,6.0,7.0,"104,2"
Lahti Laune,2008,5,19,-1.0,2008-05-19,6.6,8.0,"159,2"
Lahti Laune,2008,5,20,-1.0,2008-05-20,7.4,7.0,"209,1"
Lahti Laune,2008,5,21,-1.0,2008-05-21,8.6,1.0,"261,2"
Lahti Laune,2008,5,22,-1.0,2008-05-22,10.0,0.0,"314,6"
Lahti Laune,2008,5,23,-1.0,2008-05-23,10.0,0.0,"335,8"
Lahti Laune,2008,5,24,-1.0,2008-05-24,9.4,0.0,337
Lahti Laune,2008,5,25,-1.0,2008-05-25,10.5,0.0,"333,7"
Lahti Laune,2008,5,26,-1.0,2008-05-26,12.2,0.0,"300,8"
Lahti Laune,2008,5,27,-1.0,2008-05-27,8.6,7.0,"239,4"
Lahti Laune,2008,5,28,-1.0,2008-05-28,11.1,0.0,"338,4"
Lahti Laune,2008,5,29,-1.0,2008-05-29,15.1,0.0,"318,8"
Lahti Laune,2008,5,30,-1.0,2008-05-30,16.2,0.0,"314,4"
Lahti Laune,2008,5,31,-1.0,2008-05-31,15.4,0.0,"338,1"
Lahti Laune,2008,6,1,-1.0,2008-06-01,14.4,0.0,"272,1"
Lahti Laune,2008,6,2,-1.0,2008-06-02,15.7,7.0,"224,4"
Lahti Laune,2008,6,3,-1.0,2008-06-03,13.8,1.0,"256,3"
Lahti Laune,2008,6,4,-1.0,2008-06-04,14.8,0.0,"343,2"
Lahti Laune,2008,6,5,-1.0,2008-06-05,18.9,0.0,"326,3"
Lahti Laune,2008,6,6,-1.0,2008-06-06,19.7,0.0,"252,5"
Lahti Laune,2008,6,7,-1.0,2008-06-07,14.2,5.0,"291,4"
Lahti Laune,2008,6,8,-1.0,2008-06-08,17.0,0.0,"284,4"
Lahti Laune,2008,6,9,-1.0,2008-06-09,12.0,7.0,"185,5"
Lahti Laune,2008,6,10,-1.0,2008-06-10,10.8,7.0,"85,7"
Lahti Laune,2008,6,11,-1.0,2008-06-11,10.8,3.0,"197,4"
Lahti Laune,2008,6,12,-1.0,2008-06-12,8.7,8.0,160
Lahti Laune,2008,6,13,-1.0,2008-06-13,10.5,7.0,"276,3"
Lahti Laune,2008,6,14,-1.0,2008-06-14,12.7,0.0,"178,2"
Lahti Laune,2008,6,15,-1.0,2008-06-15,12.7,8.0,200
Lahti Laune,2008,6,16,-1.0,2008-06-16,13.5,3.0,"306,8"
Lahti Laune,2008,6,17,-1.0,2008-06-17,14.0,7.0,"140,7"
Lahti Laune,2008,6,18,-1.0,2008-06-18,12.8,7.0,"87,5"
Lahti Laune,2008,6,19,-1.0,2008-06-19,15.1,7.0,"293,5"
Lahti Laune,2008,6,20,-1.0,2008-06-20,15.6,7.0,"121,5"
Lahti Laune,2008,6,21,-1.0,2008-06-21,14.1,7.0,"280,8"
Lahti Laune,2008,6,22,-1.0,2008-06-22,13.9,3.0,"245,6"
Lahti Laune,2008,6,23,-1.0,2008-06-23,12.1,0.0,"84,3"
Lahti Laune,2008,6,24,-1.0,2008-06-24,12.5,7.0,"139,5"
Lahti Laune,2008,6,25,-1.0,2008-06-25,11.3,8.0,"215,5"
Lahti Laune,2008,6,26,-1.0,2008-06-26,11.6,0.0,"197,2"
Lahti Laune,2008,6,27,-1.0,2008-06-27,14.0,0.0,"192,6"
Lahti Laune,2008,6,28,-1.0,2008-06-28,15.1,0.0,"203,7"
Lahti Laune,2008,6,29,-1.0,2008-06-29,14.8,7.0,"198,2"
Lahti Laune,2008,6,30,-1.0,2008-06-30,15.4,0.0,
Lahti Laune,2008,7,1,-1.0,2008-07-01,16.4,7.0,
Lahti Laune,2008,7,2,-1.0,2008-07-02,15.6,0.0,268
Lahti Laune,2008,7,3,-1.0,2008-07-03,15.3,1.0,"131,2"
Lahti Laune,2008,7,4,-1.0,2008-07-04,20.4,7.0,"327,3"
Lahti Laune,2008,7,5,-1.0,2008-07-05,14.8,0.0,"324,8"
Lahti Laune,2008,7,6,-1.0,2008-07-06,12.3,7.0,"215,6"
Lahti Laune,2008,7,7,-1.0,2008-07-07,12.3,0.0,"259,6"
Lahti Laune,2008,7,8,-1.0,2008-07-08,14.2,7.0,"183,4"
Lahti Laune,2008,7,9,-1.0,2008-07-09,13.6,5.0,"248,5"
Lahti Laune,2008,7,10,-1.0,2008-07-10,15.6,8.0,"256,9"
Lahti Laune,2008,7,11,-1.0,2008-07-11,17.0,0.0,302
Lahti Laune,2008,7,12,-1.0,2008-07-12,17.9,7.0,"203,4"
Lahti Laune,2008,7,13,-1.0,2008-07-13,17.5,5.0,"236,1"
Lahti Laune,2008,7,14,-1.0,2008-07-14,17.0,0.0,"146,2"
Lahti Laune,2008,7,15,-1.0,2008-07-15,17.1,7.0,"259,4"
Lahti Laune,2008,7,16,-1.0,2008-07-16,16.7,0.0,172
Lahti Laune,2008,7,17,-1.0,2008-07-17,13.8,0.0,"177,1"
Lahti Laune,2008,7,18,-1.0,2008-07-18,13.9,0.0,"262,8"
Lahti Laune,2008,7,19,-1.0,2008-07-19,17.0,0.0,"315,6"
Lahti Laune,2008,7,20,-1.0,2008-07-20,15.2,0.0,"135,3"
Lahti Laune,2008,7,21,-1.0,2008-07-21,15.6,7.0,"160,6"
Lahti Laune,2008,7,22,-1.0,2008-07-22,15.9,8.0,"112,3"
Lahti Laune,2008,7,23,-1.0,2008-07-23,17.8,7.0,"297,8"
Lahti Laune,2008,7,24,-1.0,2008-07-24,17.3,0.0,"290,5"
Lahti Laune,2008,7,25,-1.0,2008-07-25,18.7,0.0,"305,2"
Lahti Laune,2008,7,26,-1.0,2008-07-26,20.3,0.0,"288,3"
Lahti Laune,2008,7,27,-1.0,2008-07-27,18.3,1.0,"305,7"
Lahti Laune,2008,7,28,-1.0,2008-07-28,15.5,0.0,"250,8"
Lahti Laune,2008,7,29,-1.0,2008-07-29,14.9,0.0,"294,3"
Lahti Laune,2008,7,30,-1.0,2008-07-30,15.2,0.0,"264,4"
Lahti Laune,2008,7,31,-1.0,2008-07-31,17.4,0.0,"286,6"
Lahti Laune,2008,8,1,-1.0,2008-08-01,17.2,0.0,"185,2"
Lahti Laune,2008,8,2,-1.0,2008-08-02,14.3,5.0,169
Lahti Laune,2008,8,3,-1.0,2008-08-03,14.3,7.0,"71,2"
Lahti Laune,2008,8,4,-1.0,2008-08-04,12.8,8.0,"107,4"
Lahti Laune,2008,8,5,-1.0,2008-08-05,13.0,0.0,119
Lahti Laune,2008,8,6,-1.0,2008-08-06,11.9,0.0,"184,1"
Lahti Laune,2008,8,7,-1.0,2008-08-07,14.0,8.0,"153,9"
Lahti Laune,2008,8,8,-1.0,2008-08-08,14.7,8.0,"64,6"
Lahti Laune,2008,8,9,-1.0,2008-08-09,14.4,7.0,"129,3"
Lahti Laune,2008,8,10,-1.0,2008-08-10,12.7,1.0,"162,5"
Lahti Laune,2008,8,11,-1.0,2008-08-11,13.8,1.0,107
Lahti Laune,2008,8,12,-1.0,2008-08-12,17.2,0.0,"215,5"
Lahti Laune,2008,8,13,-1.0,2008-08-13,17.6,7.0,"50,9"
Lahti Laune,2008,8,14,-1.0,2008-08-14,17.4,0.0,"182,1"
Lahti Laune,2008,8,15,-1.0,2008-08-15,17.1,7.0,"215,6"
Lahti Laune,2008,8,16,-1.0,2008-08-16,13.1,0.0,"28,6"
Lahti Laune,2008,8,17,-1.0,2008-08-17,16.8,7.0,60
Lahti Laune,2008,8,18,-1.0,2008-08-18,18.2,7.0,"126,9"
Lahti Laune,2008,8,19,-1.0,2008-08-19,14.9,8.0,"97,8"
Lahti Laune,2008,8,20,-1.0,2008-08-20,16.3,1.0,"79,4"
Lahti Laune,2008,8,21,-1.0,2008-08-21,15.6,7.0,"124,8"
Lahti Laune,2008,8,22,-1.0,2008-08-22,15.1,8.0,"172,1"
Lahti Laune,2008,8,23,-1.0,2008-08-23,13.9,0.0,"205,8"
Lahti Laune,2008,8,24,-1.0,2008-08-24,13.2,5.0,"43,7"
Lahti Laune,2008,8,25,-1.0,2008-08-25,15.0,7.0,"107,3"
Lahti Laune,2008,8,26,-1.0,2008-08-26,12.7,7.0,"107,9"
Lahti Laune,2008,8,27,-1.0,2008-08-27,11.3,8.0,"89,6"
Lahti Laune,2008,8,28,-1.0,2008-08-28,11.4,8.0,"56,3"
Lahti Laune,2008,8,29,-1.0,2008-08-29,10.3,8.0,"125,2"
Lahti Laune,2008,8,30,-1.0,2008-08-30,9.9,0.0,"124,3"
Lahti Laune,2008,8,31,-1.0,2008-08-31,8.0,1.0,"145,3"
Lahti Laune,2008,9,1,-1.0,2008-09-01,9.2,0.0,"132,7"
Lahti Laune,2008,9,2,-1.0,2008-09-02,7.8,7.0,"23,8"
Lahti Laune,2008,9,3,-1.0,2008-09-03,13.2,8.0,71
Lahti Laune,2008,9,4,-1.0,2008-09-04,13.8,1.0,"153,9"
Lahti Laune,2008,9,5,-1.0,2008-09-05,12.4,0.0,119
Lahti Laune,2008,9,6,-1.0,2008-09-06,14.1,3.0,"130,3"
Lahti Laune,2008,9,7,-1.0,2008-09-07,12.6,8.0,"49,8"
Lahti Laune,2008,9,8,-1.0,2008-09-08,11.0,0.0,"70,1"
Lahti Laune,2008,9,9,-1.0,2008-09-09,11.1,8.0,"25,6"
Lahti Laune,2008,9,10,-1.0,2008-09-10,9.7,7.0,"86,6"
Lahti Laune,2008,9,11,-1.0,2008-09-11,6.8,7.0,"109,6"
Lahti Laune,2008,9,12,-1.0,2008-09-12,6.6,1.0,"124,9"
Lahti Laune,2008,9,13,-1.0,2008-09-13,8.2,8.0,"132,5"
Lahti Laune,2008,9,14,-1.0,2008-09-14,6.2,0.0,"51,9"
Lahti Laune,2008,9,15,-1.0,2008-09-15,7.0,7.0,"35,1"
Lahti Laune,2008,9,16,-1.0,2008-09-16,6.1,8.0,"31,4"
Lahti Laune,2008,9,17,-1.0,2008-09-17,6.3,7.0,"60,9"
Lahti Laune,2008,9,18,-1.0,2008-09-18,6.4,8.0,"25,7"
Lahti Laune,2008,9,19,-1.0,2008-09-19,7.5,8.0,"43,6"
Lahti Laune,2008,9,20,-1.0,2008-09-20,8.2,8.0,"78,9"
Lahti Laune,2008,9,21,-1.0,2008-09-21,6.9,7.0,"143,1"
Lahti Laune,2008,9,22,-1.0,2008-09-22,9.9,1.0,"135,8"
Lahti Laune,2008,9,23,-1.0,2008-09-23,8.3,0.0,"134,2"
Lahti Laune,2008,9,24,-1.0,2008-09-24,9.2,7.0,"132,5"
Lahti Laune,2008,9,25,-1.0,2008-09-25,8.3,0.0,"129,4"
Lahti Laune,2008,9,26,-1.0,2008-09-26,8.8,5.0,"84,5"
Lahti Laune,2008,9,27,-1.0,2008-09-27,8.2,1.0,"79,3"
Lahti Laune,2008,9,28,-1.0,2008-09-28,10.3,8.0,"112,8"
Lahti Laune,2008,9,29,-1.0,2008-09-29,5.4,1.0,"98,6"
Lahti Laune,2008,9,30,-1.0,2008-09-30,3.0,0.0,"114,4"
Lahti Laune,2008,10,1,-1.0,2008-10-01,7.0,0.0,"29,7"
Lahti Laune,2008,10,2,-1.0,2008-10-02,8.6,7.0,"34,9"
Lahti Laune,2008,10,3,-1.0,2008-10-03,8.2,8.0,"67,1"
Lahti Laune,2008,10,4,-1.0,2008-10-04,6.7,8.0,67
Lahti Laune,2008,10,5,-1.0,2008-10-05,8.7,8.0,"68,8"
Lahti Laune,2008,10,6,-1.0,2008-10-06,8.3,8.0,"84,4"
Lahti Laune,2008,10,7,-1.0,2008-10-07,6.0,0.0,"103,5"
Lahti Laune,2008,10,8,-1.0,2008-10-08,2.8,0.0,"98,6"
Lahti Laune,2008,10,9,-1.0,2008-10-09,3.9,0.0,"69,7"
Lahti Laune,2008,10,10,-1.0,2008-10-10,6.7,8.0,"67,5"
Lahti Laune,2008,10,11,-1.0,2008-10-11,9.6,5.0,"12,4"
Lahti Laune,2008,10,12,-1.0,2008-10-12,9.3,0.0,"75,6"
Lahti Laune,2008,10,13,-1.0,2008-10-13,7.0,5.0,"38,5"
Lahti Laune,2008,10,14,-1.0,2008-10-14,8.5,8.0,"31,7"
Lahti Laune,2008,10,15,-1.0,2008-10-15,4.9,0.0,"85,2"
Lahti Laune,2008,10,16,-1.0,2008-10-16,5.9,3.0,"7,7"
Lahti Laune,2008,10,17,-1.0,2008-10-17,6.4,7.0,"35,7"
Lahti Laune,2008,10,18,-1.0,2008-10-18,4.9,8.0,"59,7"
Lahti Laune,2008,10,19,-1.0,2008-10-19,5.6,7.0,"28,8"
Lahti Laune,2008,10,20,-1.0,2008-10-20,7.7,8.0,"59,6"
Lahti Laune,2008,10,21,-1.0,2008-10-21,10.6,7.0,"7,7"
Lahti Laune,2008,10,22,-1.0,2008-10-22,8.0,7.0,"60,6"
Lahti Laune,2008,10,23,-1.0,2008-10-23,2.8,0.0,"53,4"
Lahti Laune,2008,10,24,-1.0,2008-10-24,7.7,7.0,
Lahti Laune,2008,10,25,-1.0,2008-10-25,8.7,8.0,
Lahti Laune,2008,10,26,-1.0,2008-10-26,8.4,7.0,"4,6"
Lahti Laune,2008,10,27,-1.0,2008-10-27,8.4,8.0,"25,9"
Lahti Laune,2008,10,28,-1.0,2008-10-28,4.0,3.0,15
Lahti Laune,2008,10,29,-1.0,2008-10-29,4.0,8.0,27
Lahti Laune,2008,10,30,-1.0,2008-10-30,4.5,8.0,"19,6"
Lahti Laune,2008,10,31,-1.0,2008-10-31,6.6,8.0,13
Lahti Laune,2008,11,1,-1.0,2008-11-01,2.3,7.0,"31,5"
Lahti Laune,2008,11,2,-1.0,2008-11-02,-0.3,5.0,"47,6"
Lahti Laune,2008,11,3,-1.0,2008-11-03,2.7,7.0,"22,7"
Lahti Laune,2008,11,4,-1.0,2008-11-04,4.4,8.0,"30,7"
Lahti Laune,2008,11,5,-1.0,2008-11-05,3.1,5.0,"37,3"
Lahti Laune,2008,11,6,-1.0,2008-11-06,-1.1,0.0,"44,3"
Lahti Laune,2008,11,7,-1.0,2008-11-07,-3.1,0.0,"15,5"
Lahti Laune,2008,11,8,-1.0,2008-11-08,1.3,7.0,"5,9"
Lahti Laune,2008,11,9,-1.0,2008-11-09,4.7,9.0,"3,8"
Lahti Laune,2008,11,10,-1.0,2008-11-10,6.6,7.0,"19,3"
Lahti Laune,2008,11,11,-1.0,2008-11-11,6.8,7.0,"3,8"
Lahti Laune,2008,11,12,-1.0,2008-11-12,6.2,7.0,"14,5"
Lahti Laune,2008,11,13,-1.0,2008-11-13,5.5,7.0,8
Lahti Laune,2008,11,14,-1.0,2008-11-14,4.3,8.0,"12,6"
Lahti Laune,2008,11,15,-1.0,2008-11-15,4.7,7.0,"7,5"
Lahti Laune,2008,11,16,-1.0,2008-11-16,2.2,8.0,"8,9"
Lahti Laune,2008,11,17,-1.0,2008-11-17,-2.4,8.0,"23,4"
Lahti Laune,2008,11,18,-1.0,2008-11-18,0.9,5.0,"10,3"
Lahti Laune,2008,11,19,0.8,2008-11-19,-0.6,8.0,"21,9"
Lahti Laune,2008,11,20,-0.1,2008-11-20,-2.3,8.0,"14,2"
Lahti Laune,2008,11,21,-0.3,2008-11-21,-6.1,7.0,"14,9"
Lahti Laune,2008,11,22,-0.8,2008-11-22,-6.1,7.0,14
Lahti Laune,2008,11,23,8.3,2008-11-23,-3.0,8.0,"4,1"
Lahti Laune,2008,11,24,20.0,2008-11-24,-1.0,8.0,"9,9"
Lahti Laune,2008,11,25,25.6,2008-11-25,-0.3,9.0,"4,1"
Lahti Laune,2008,11,26,23.5,2008-11-26,-1.2,7.0,"7,1"
Lahti Laune,2008,11,27,24.9,2008-11-27,-1.7,8.0,"6,6"
Lahti Laune,2008,11,28,15.2,2008-11-28,3.7,8.0,"14,2"
Lahti Laune,2008,11,29,9.2,2008-11-29,2.2,8.0,3
Lahti Laune,2008,11,30,7.5,2008-11-30,1.6,8.0,"1,8"
Lahti Laune,2008,12,1,4.5,2008-12-01,3.4,7.0,"1,7"
Lahti Laune,2008,12,2,0.5,2008-12-02,3.8,7.0,"1,8"
Lahti Laune,2008,12,3,-1.0,2008-12-03,3.8,7.0,"3,4"
Lahti Laune,2008,12,4,-0.6,2008-12-04,0.9,8.0,"2,2"
Lahti Laune,2008,12,5,0.1,2008-12-05,-0.4,8.0,"9,6"
Lahti Laune,2008,12,6,0.0,2008-12-06,-0.7,7.0,"11,8"
Lahti Laune,2008,12,7,0.0,2008-12-07,-2.3,7.0,3
Lahti Laune,2008,12,8,1.2,2008-12-08,-3.9,7.0,"7,8"
Lahti Laune,2008,12,9,1.3,2008-12-09,-0.8,8.0,"2,2"
Lahti Laune,2008,12,10,7.5,2008-12-10,-2.7,8.0,"2,9"
Lahti Laune,2008,12,11,15.6,2008-12-11,-1.2,9.0,"2,7"
Lahti Laune,2008,12,12,14.2,2008-12-12,0.7,7.0,"2,9"
Lahti Laune,2008,12,13,9.9,2008-12-13,2.1,8.0,"2,2"
Lahti Laune,2008,12,14,4.5,2008-12-14,0.2,8.0,6
Lahti Laune,2008,12,15,3.0,2008-12-15,-3.1,8.0,"4,5"
Lahti Laune,2008,12,16,3.5,2008-12-16,-3.8,8.0,"1,2"
Lahti Laune,2008,12,17,5.5,2008-12-17,-2.1,8.0,"2,2"
Lahti Laune,2008,12,18,5.4,2008-12-18,0.4,8.0,"1,4"
Lahti Laune,2008,12,19,3.0,2008-12-19,1.7,8.0,"1,1"
Lahti Laune,2008,12,20,3.2,2008-12-20,0.5,8.0,"1,4"
Lahti Laune,2008,12,21,2.7,2008-12-21,0.7,7.0,2
Lahti Laune,2008,12,22,5.7,2008-12-22,0.4,8.0,4
Lahti Laune,2008,12,23,6.6,2008-12-23,-1.3,8.0,"4,2"
Lahti Laune,2008,12,24,7.8,2008-12-24,-2.4,8.0,"3,5"
Lahti Laune,2008,12,25,8.9,2008-12-25,-5.2,8.0,"9,4"
Lahti Laune,2008,12,26,8.2,2008-12-26,-0.6,8.0,"5,2"
Lahti Laune,2008,12,27,8.0,2008-12-27,-0.3,7.0,"13,4"
Lahti Laune,2008,12,28,8.0,2008-12-28,-6.9,0.0,"26,9"
Lahti Laune,2008,12,29,8.0,2008-12-29,-0.2,5.0,"5,2"
Lahti Laune,2008,12,30,8.0,2008-12-30,-0.2,8.0,"2,8"
Lahti Laune,2008,12,31,7.9,2008-12-31,-1.7,1.0,"11,5"
Lahti Laune,2009,1,1,7.0,2009-01-01,-6.7,5.0,"13,9"
Lahti Laune,2009,1,2,7.1,2009-01-02,-12.9,0.0,"30,8"
Lahti Laune,2009,1,3,7.1,2009-01-03,-11.4,7.0,"28,1"
Lahti Laune,2009,1,4,6.9,2009-01-04,-10.5,8.0,"21,5"
Lahti Laune,2009,1,5,7.0,2009-01-05,-13.6,1.0,"13,5"
Lahti Laune,2009,1,6,8.6,2009-01-06,-2.2,8.0,"9,2"
Lahti Laune,2009,1,7,9.4,2009-01-07,-13.9,7.0,"28,4"
Lahti Laune,2009,1,8,8.3,2009-01-08,-14.3,5.0,"23,4"
Lahti Laune,2009,1,9,14.5,2009-01-09,-2.3,8.0,"8,1"
Lahti Laune,2009,1,10,14.7,2009-01-10,-5.3,1.0,"17,4"
Lahti Laune,2009,1,11,14.2,2009-01-11,1.7,8.0,"5,2"
Lahti Laune,2009,1,12,8.2,2009-01-12,3.3,7.0,"2,4"
Lahti Laune,2009,1,13,0.3,2009-01-13,3.5,8.0,2
Lahti Laune,2009,1,14,-1.0,2009-01-14,2.5,8.0,"10,1"
Lahti Laune,2009,1,15,-1.0,2009-01-15,-4.2,8.0,"5,4"
Lahti Laune,2009,1,16,-0.5,2009-01-16,-10.4,3.0,23
Lahti Laune,2009,1,17,1.0,2009-01-17,-10.1,7.0,"5,5"
Lahti Laune,2009,1,18,0.1,2009-01-18,-4.8,8.0,"6,3"
Lahti Laune,2009,1,19,7.1,2009-01-19,-3.7,8.0,"3,9"
Lahti Laune,2009,1,20,8.0,2009-01-20,-2.9,8.0,"4,1"
Lahti Laune,2009,1,21,10.8,2009-01-21,-1.5,8.0,"8,4"
Lahti Laune,2009,1,22,11.7,2009-01-22,-1.9,8.0,5
Lahti Laune,2009,1,23,18.2,2009-01-23,-3.8,9.0,"11,9"
Lahti Laune,2009,1,24,18.1,2009-01-24,-5.2,8.0,"8,3"
Lahti Laune,2009,1,25,17.2,2009-01-25,-3.0,8.0,"5,4"
Lahti Laune,2009,1,26,16.8,2009-01-26,-3.2,8.0,"10,4"
Lahti Laune,2009,1,27,17.0,2009-01-27,-4.0,8.0,"14,4"
Lahti Laune,2009,1,28,16.2,2009-01-28,-4.7,8.0,"14,2"
Lahti Laune,2009,1,29,15.0,2009-01-29,-3.8,8.0,"11,7"
Lahti Laune,2009,1,30,14.0,2009-01-30,-5.0,8.0,"12,9"
Lahti Laune,2009,1,31,13.6,2009-01-31,-17.5,1.0,"55,2"
Lahti Laune,2009,2,1,15.0,2009-02-01,-9.0,7.0,
Lahti Laune,2009,2,2,15.0,2009-02-02,-5.5,8.0,
Lahti Laune,2009,2,3,14.9,2009-02-03,-7.7,8.0,"57,3"
Lahti Laune,2009,2,4,15.0,2009-02-04,-4.4,8.0,"19,3"
Lahti Laune,2009,2,5,15.0,2009-02-05,-4.9,8.0,"9,1"
Lahti Laune,2009,2,6,13.7,2009-02-06,-6.4,8.0,
Lahti Laune,2009,2,7,19.9,2009-02-07,-2.5,9.0,
Lahti Laune,2009,2,8,18.2,2009-02-08,0.5,8.0,
Lahti Laune,2009,2,9,15.1,2009-02-09,-1.7,7.0,
Lahti Laune,2009,2,10,15.6,2009-02-10,-6.8,3.0,"17,5"
Lahti Laune,2009,2,11,15.8,2009-02-11,-6.2,8.0,"40,6"
Lahti Laune,2009,2,12,16.0,2009-02-12,-7.0,8.0,"16,3"
Lahti Laune,2009,2,13,16.3,2009-02-13,-7.4,7.0,"45,8"
Lahti Laune,2009,2,14,17.0,2009-02-14,-7.5,8.0,28
Lahti Laune,2009,2,15,15.7,2009-02-15,-7.8,8.0,"62,8"
Lahti Laune,2009,2,16,16.3,2009-02-16,-11.6,8.0,"38,9"
Lahti Laune,2009,2,17,16.8,2009-02-17,-11.7,7.0,"70,7"
Lahti Laune,2009,2,18,16.3,2009-02-18,-10.2,7.0,"60,3"
Lahti Laune,2009,2,19,18.8,2009-02-19,-8.3,8.0,"45,2"
Lahti Laune,2009,2,20,19.9,2009-02-20,-6.3,7.0,"20,6"
