Observation station;Year;Month;Day;Time [Local time];Global radiation mean [W/m2]
Vantaa Helsinki-Vantaa airport;2015;10;20;00:00;48,6
Vantaa Helsinki-Vantaa airport;2015;10;21;00:00;32,1
Vantaa Helsinki-Vantaa airport;2015;10;22;00:00;7,9
Vantaa Helsinki-Vantaa airport;2015;10;23;00:00;34,9
Vantaa Helsinki-Vantaa airport;2015;10;24;00:00;60,8
Vantaa Helsinki-Vantaa airport;2015;10;25;00:00;8,6
Vantaa Helsinki-Vantaa airport;2015;10;26;00:00;63,7
Vantaa Helsinki-Vantaa airport;2015;10;27;00:00;31,2
Vantaa Helsinki-Vantaa airport;2015;10;28;00:00;61,8
Vantaa Helsinki-Vantaa airport;2015;10;29;00:00;23
Vantaa Helsinki-Vantaa airport;2015;10;30;00:00;48
Vantaa Helsinki-Vantaa airport;2015;10;31;00:00;36,5
Vantaa Helsinki-Vantaa airport;2015;11;1;00:00;8,3
Vantaa Helsinki-Vantaa airport;2015;11;2;00:00;37,1
Vantaa Helsinki-Vantaa airport;2015;11;3;00:00;46,4
Vantaa Helsinki-Vantaa airport;2015;11;4;00:00;23,2
Vantaa Helsinki-Vantaa airport;2015;11;5;00:00;46,4
Vantaa Helsinki-Vantaa airport;2015;11;6;00:00;16,4
Vantaa Helsinki-Vantaa airport;2015;11;7;00:00;5
Vantaa Helsinki-Vantaa airport;2015;11;8;00:00;5,1
Vantaa Helsinki-Vantaa airport;2015;11;9;00:00;10,2
Vantaa Helsinki-Vantaa airport;2015;11;10;00:00;15,2
Vantaa Helsinki-Vantaa airport;2015;11;11;00:00;15,1
Vantaa Helsinki-Vantaa airport;2015;11;12;00:00;13
Vantaa Helsinki-Vantaa airport;2015;11;13;00:00;8,1
Vantaa Helsinki-Vantaa airport;2015;11;14;00:00;16,4
Vantaa Helsinki-Vantaa airport;2015;11;15;00:00;17,2
Vantaa Helsinki-Vantaa airport;2015;11;16;00:00;10,1
Vantaa Helsinki-Vantaa airport;2015;11;17;00:00;6,5
Vantaa Helsinki-Vantaa airport;2015;11;18;00:00;9
Vantaa Helsinki-Vantaa airport;2015;11;19;00:00;14,6
Vantaa Helsinki-Vantaa airport;2015;11;20;00:00;1,3
Vantaa Helsinki-Vantaa airport;2015;11;21;00:00;9,2
Vantaa Helsinki-Vantaa airport;2015;11;22;00:00;7,1
Vantaa Helsinki-Vantaa airport;2015;11;23;00:00;22,9
Vantaa Helsinki-Vantaa airport;2015;11;24;00:00;9,3
Vantaa Helsinki-Vantaa airport;2015;11;25;00:00;2,2
Vantaa Helsinki-Vantaa airport;2015;11;26;00:00;1,6
Vantaa Helsinki-Vantaa airport;2015;11;27;00:00;1,7
Vantaa Helsinki-Vantaa airport;2015;11;28;00:00;1,5
Vantaa Helsinki-Vantaa airport;2015;11;29;00:00;7,7
Vantaa Helsinki-Vantaa airport;2015;11;30;00:00;0,6
Vantaa Helsinki-Vantaa airport;2015;12;1;00:00;8,9
Vantaa Helsinki-Vantaa airport;2015;12;2;00:00;11,4
Vantaa Helsinki-Vantaa airport;2015;12;3;00:00;2,6
Vantaa Helsinki-Vantaa airport;2015;12;4;00:00;1,3
Vantaa Helsinki-Vantaa airport;2015;12;5;00:00;8,8
Vantaa Helsinki-Vantaa airport;2015;12;6;00:00;0,9
Vantaa Helsinki-Vantaa airport;2015;12;7;00:00;7,1
Vantaa Helsinki-Vantaa airport;2015;12;8;00:00;11,8
Vantaa Helsinki-Vantaa airport;2015;12;9;00:00;0
Vantaa Helsinki-Vantaa airport;2015;12;10;00:00;0,1
Vantaa Helsinki-Vantaa airport;2015;12;11;00:00;6,4
Vantaa Helsinki-Vantaa airport;2015;12;12;00:00;6,8
Vantaa Helsinki-Vantaa airport;2015;12;13;00:00;4
Vantaa Helsinki-Vantaa airport;2015;12;14;00:00;2,2
Vantaa Helsinki-Vantaa airport;2015;12;15;00:00;4,7
Vantaa Helsinki-Vantaa airport;2015;12;16;00:00;5,7
Vantaa Helsinki-Vantaa airport;2015;12;17;00:00;3,3
Vantaa Helsinki-Vantaa airport;2015;12;18;00:00;0,6
Vantaa Helsinki-Vantaa airport;2015;12;19;00:00;9,9
Vantaa Helsinki-Vantaa airport;2015;12;20;00:00;0,4
Vantaa Helsinki-Vantaa airport;2015;12;21;00:00;2,6
Vantaa Helsinki-Vantaa airport;2015;12;22;00:00;5,8
Vantaa Helsinki-Vantaa airport;2015;12;23;00:00;8,8
Vantaa Helsinki-Vantaa airport;2015;12;24;00:00;11,4
Vantaa Helsinki-Vantaa airport;2015;12;25;00:00;3,6
Vantaa Helsinki-Vantaa airport;2015;12;26;00:00;10,4
Vantaa Helsinki-Vantaa airport;2015;12;27;00:00;12,8
Vantaa Helsinki-Vantaa airport;2015;12;28;00:00;13,2
Vantaa Helsinki-Vantaa airport;2015;12;29;00:00;14
Vantaa Helsinki-Vantaa airport;2015;12;30;00:00;4,9
Vantaa Helsinki-Vantaa airport;2015;12;31;00:00;0,8
Vantaa Helsinki-Vantaa airport;2016;1;1;00:00;3
Vantaa Helsinki-Vantaa airport;2016;1;2;00:00;5,8
Vantaa Helsinki-Vantaa airport;2016;1;3;00:00;4,2
Vantaa Helsinki-Vantaa airport;2016;1;4;00:00;13,5
Vantaa Helsinki-Vantaa airport;2016;1;5;00:00;10,2
Vantaa Helsinki-Vantaa airport;2016;1;6;00:00;8,3
Vantaa Helsinki-Vantaa airport;2016;1;7;00:00;15,1
Vantaa Helsinki-Vantaa airport;2016;1;8;00:00;12
Vantaa Helsinki-Vantaa airport;2016;1;9;00:00;9,1
Vantaa Helsinki-Vantaa airport;2016;1;10;00:00;12,4
Vantaa Helsinki-Vantaa airport;2016;1;11;00:00;4,8
Vantaa Helsinki-Vantaa airport;2016;1;12;00:00;4,4
Vantaa Helsinki-Vantaa airport;2016;1;13;00:00;8,9
Vantaa Helsinki-Vantaa airport;2016;1;14;00:00;14,7
Vantaa Helsinki-Vantaa airport;2016;1;15;00:00;19,3
Vantaa Helsinki-Vantaa airport;2016;1;16;00:00;17
Vantaa Helsinki-Vantaa airport;2016;1;17;00:00;18,4
Vantaa Helsinki-Vantaa airport;2016;1;18;00:00;8,5
Vantaa Helsinki-Vantaa airport;2016;1;19;00:00;11,2
Vantaa Helsinki-Vantaa airport;2016;1;20;00:00;23,2
Vantaa Helsinki-Vantaa airport;2016;1;21;00:00;21,9
Vantaa Helsinki-Vantaa airport;2016;1;22;00:00;26,7
Vantaa Helsinki-Vantaa airport;2016;1;23;00:00;12,5
Vantaa Helsinki-Vantaa airport;2016;1;24;00:00;9,3
Vantaa Helsinki-Vantaa airport;2016;1;25;00:00;16,2
Vantaa Helsinki-Vantaa airport;2016;1;26;00:00;6
Vantaa Helsinki-Vantaa airport;2016;1;27;00:00;8,8
Vantaa Helsinki-Vantaa airport;2016;1;28;00:00;7,9
Vantaa Helsinki-Vantaa airport;2016;1;29;00:00;10,6
Vantaa Helsinki-Vantaa airport;2016;1;30;00:00;18,8
Vantaa Helsinki-Vantaa airport;2016;1;31;00:00;10,7
Vantaa Helsinki-Vantaa airport;2016;2;1;00:00;34,4
Vantaa Helsinki-Vantaa airport;2016;2;2;00:00;14
Vantaa Helsinki-Vantaa airport;2016;2;3;00:00;20,8
Vantaa Helsinki-Vantaa airport;2016;2;4;00:00;29,1
Vantaa Helsinki-Vantaa airport;2016;2;5;00:00;28,2
Vantaa Helsinki-Vantaa airport;2016;2;6;00:00;20,7
Vantaa Helsinki-Vantaa airport;2016;2;7;00:00;4,9
Vantaa Helsinki-Vantaa airport;2016;2;8;00:00;4,6
Vantaa Helsinki-Vantaa airport;2016;2;9;00:00;5,1
Vantaa Helsinki-Vantaa airport;2016;2;10;00:00;5,6
Vantaa Helsinki-Vantaa airport;2016;2;11;00:00;4,6
Vantaa Helsinki-Vantaa airport;2016;2;12;00:00;16,1
Vantaa Helsinki-Vantaa airport;2016;2;13;00:00;45,1
Vantaa Helsinki-Vantaa airport;2016;2;14;00:00;14,6
Vantaa Helsinki-Vantaa airport;2016;2;15;00:00;30,5
Vantaa Helsinki-Vantaa airport;2016;2;16;00:00;70,9
Vantaa Helsinki-Vantaa airport;2016;2;17;00:00;64
Vantaa Helsinki-Vantaa airport;2016;2;18;00:00;17,7
Vantaa Helsinki-Vantaa airport;2016;2;19;00:00;10,1
Vantaa Helsinki-Vantaa airport;2016;2;20;00:00;18,6
Vantaa Helsinki-Vantaa airport;2016;2;21;00:00;18
Vantaa Helsinki-Vantaa airport;2016;2;22;00:00;31,9
Vantaa Helsinki-Vantaa airport;2016;2;23;00:00;40,3
Vantaa Helsinki-Vantaa airport;2016;2;24;00:00;44,2
Vantaa Helsinki-Vantaa airport;2016;2;25;00:00;41,6
Vantaa Helsinki-Vantaa airport;2016;2;26;00:00;41,1
Vantaa Helsinki-Vantaa airport;2016;2;27;00:00;89,7
Vantaa Helsinki-Vantaa airport;2016;2;28;00:00;81,3
Vantaa Helsinki-Vantaa airport;2016;2;29;00:00;97,9
Vantaa Helsinki-Vantaa airport;2016;3;1;00:00;98,6
Vantaa Helsinki-Vantaa airport;2016;3;2;00:00;99,1
Vantaa Helsinki-Vantaa airport;2016;3;3;00:00;20,8
Vantaa Helsinki-Vantaa airport;2016;3;4;00:00;40,8
Vantaa Helsinki-Vantaa airport;2016;3;5;00:00;26,7
Vantaa Helsinki-Vantaa airport;2016;3;6;00:00;22
Vantaa Helsinki-Vantaa airport;2016;3;7;00:00;23,8
Vantaa Helsinki-Vantaa airport;2016;3;8;00:00;35,5
Vantaa Helsinki-Vantaa airport;2016;3;9;00:00;79,7
Vantaa Helsinki-Vantaa airport;2016;3;10;00:00;51,7
Vantaa Helsinki-Vantaa airport;2016;3;11;00:00;92
Vantaa Helsinki-Vantaa airport;2016;3;12;00:00;133,9
Vantaa Helsinki-Vantaa airport;2016;3;13;00:00;104,8
Vantaa Helsinki-Vantaa airport;2016;3;14;00:00;93,2
Vantaa Helsinki-Vantaa airport;2016;3;15;00:00;106,7
Vantaa Helsinki-Vantaa airport;2016;3;16;00:00;126,5
Vantaa Helsinki-Vantaa airport;2016;3;17;00:00;115,5
Vantaa Helsinki-Vantaa airport;2016;3;18;00:00;122,3
Vantaa Helsinki-Vantaa airport;2016;3;19;00:00;126,5
Vantaa Helsinki-Vantaa airport;2016;3;20;00:00;118,5
Vantaa Helsinki-Vantaa airport;2016;3;21;00:00;98,1
Vantaa Helsinki-Vantaa airport;2016;3;22;00:00;159,6
Vantaa Helsinki-Vantaa airport;2016;3;23;00:00;136,1
Vantaa Helsinki-Vantaa airport;2016;3;24;00:00;63,3
Vantaa Helsinki-Vantaa airport;2016;3;25;00:00;28,8
Vantaa Helsinki-Vantaa airport;2016;3;26;00:00;42,9
Vantaa Helsinki-Vantaa airport;2016;3;27;00:00;144,5
Vantaa Helsinki-Vantaa airport;2016;3;28;00:00;158,7
Vantaa Helsinki-Vantaa airport;2016;3;29;00:00;170,2
Vantaa Helsinki-Vantaa airport;2016;3;30;00:00;96,6
Vantaa Helsinki-Vantaa airport;2016;3;31;00:00;115,8
Vantaa Helsinki-Vantaa airport;2016;4;1;00:00;100,5
Vantaa Helsinki-Vantaa airport;2016;4;2;00:00;198,3
Vantaa Helsinki-Vantaa airport;2016;4;3;00:00;44,3
Vantaa Helsinki-Vantaa airport;2016;4;4;00:00;198,2
Vantaa Helsinki-Vantaa airport;2016;4;5;00:00;54
Vantaa Helsinki-Vantaa airport;2016;4;6;00:00;109,7
Vantaa Helsinki-Vantaa airport;2016;4;7;00:00;109,7
Vantaa Helsinki-Vantaa airport;2016;4;8;00:00;131,3
Vantaa Helsinki-Vantaa airport;2016;4;9;00:00;46,8
Vantaa Helsinki-Vantaa airport;2016;4;10;00:00;194,3
Vantaa Helsinki-Vantaa airport;2016;4;11;00:00;211
Vantaa Helsinki-Vantaa airport;2016;4;12;00:00;225,7
Vantaa Helsinki-Vantaa airport;2016;4;13;00:00;232,7
Vantaa Helsinki-Vantaa airport;2016;4;14;00:00;234,2
Vantaa Helsinki-Vantaa airport;2016;4;15;00:00;171,5
Vantaa Helsinki-Vantaa airport;2016;4;16;00:00;232,9
Vantaa Helsinki-Vantaa airport;2016;4;17;00:00;53,7
Vantaa Helsinki-Vantaa airport;2016;4;18;00:00;94,5
Vantaa Helsinki-Vantaa airport;2016;4;19;00:00;123,6
Vantaa Helsinki-Vantaa airport;2016;4;20;00:00;127,6
Vantaa Helsinki-Vantaa airport;2016;4;21;00:00;211,3
Vantaa Helsinki-Vantaa airport;2016;4;22;00:00;119,2
Vantaa Helsinki-Vantaa airport;2016;4;23;00:00;127,1
Vantaa Helsinki-Vantaa airport;2016;4;24;00:00;100,6
Vantaa Helsinki-Vantaa airport;2016;4;25;00:00;186,7
Vantaa Helsinki-Vantaa airport;2016;4;26;00:00;24,5
Vantaa Helsinki-Vantaa airport;2016;4;27;00:00;160,2
Vantaa Helsinki-Vantaa airport;2016;4;28;00:00;60,3
Vantaa Helsinki-Vantaa airport;2016;4;29;00:00;262
Vantaa Helsinki-Vantaa airport;2016;4;30;00:00;167,8
Vantaa Helsinki-Vantaa airport;2016;5;1;00:00;258
Vantaa Helsinki-Vantaa airport;2016;5;2;00:00;282,6
Vantaa Helsinki-Vantaa airport;2016;5;3;00:00;281,2
Vantaa Helsinki-Vantaa airport;2016;5;4;00:00;281,2
Vantaa Helsinki-Vantaa airport;2016;5;5;00:00;290,4
Vantaa Helsinki-Vantaa airport;2016;5;6;00:00;297,9
Vantaa Helsinki-Vantaa airport;2016;5;7;00:00;289,3
Vantaa Helsinki-Vantaa airport;2016;5;8;00:00;286,9
Vantaa Helsinki-Vantaa airport;2016;5;9;00:00;296,2
Vantaa Helsinki-Vantaa airport;2016;5;10;00:00;291,6
Vantaa Helsinki-Vantaa airport;2016;5;11;00:00;284,9
Vantaa Helsinki-Vantaa airport;2016;5;12;00:00;288,6
Vantaa Helsinki-Vantaa airport;2016;5;13;00:00;301,7
Vantaa Helsinki-Vantaa airport;2016;5;14;00:00;78,7
Vantaa Helsinki-Vantaa airport;2016;5;15;00:00;188,5
Vantaa Helsinki-Vantaa airport;2016;5;16;00:00;197,8
Vantaa Helsinki-Vantaa airport;2016;5;17;00:00;275,3
Vantaa Helsinki-Vantaa airport;2016;5;18;00:00;278,6
Vantaa Helsinki-Vantaa airport;2016;5;19;00:00;302,8
Vantaa Helsinki-Vantaa airport;2016;5;20;00:00;286,9
Vantaa Helsinki-Vantaa airport;2016;5;21;00:00;255,8
Vantaa Helsinki-Vantaa airport;2016;5;22;00:00;318,1
Vantaa Helsinki-Vantaa airport;2016;5;23;00:00;308,1
Vantaa Helsinki-Vantaa airport;2016;5;24;00:00;320,8
Vantaa Helsinki-Vantaa airport;2016;5;25;00:00;307
Vantaa Helsinki-Vantaa airport;2016;5;26;00:00;72,7
Vantaa Helsinki-Vantaa airport;2016;5;27;00:00;270,8
Vantaa Helsinki-Vantaa airport;2016;5;28;00:00;86,4
Vantaa Helsinki-Vantaa airport;2016;5;29;00:00;147,2
Vantaa Helsinki-Vantaa airport;2016;5;30;00:00;293,5
Vantaa Helsinki-Vantaa airport;2016;5;31;00:00;334,4
Vantaa Helsinki-Vantaa airport;2016;6;1;00:00;334
Vantaa Helsinki-Vantaa airport;2016;6;2;00:00;246,3
Vantaa Helsinki-Vantaa airport;2016;6;3;00:00;290,1
Vantaa Helsinki-Vantaa airport;2016;6;4;00:00;269,2
Vantaa Helsinki-Vantaa airport;2016;6;5;00:00;197
Vantaa Helsinki-Vantaa airport;2016;6;6;00:00;266,8
Vantaa Helsinki-Vantaa airport;2016;6;7;00:00;314,2
Vantaa Helsinki-Vantaa airport;2016;6;8;00:00;184,5
Vantaa Helsinki-Vantaa airport;2016;6;9;00:00;193,6
Vantaa Helsinki-Vantaa airport;2016;6;10;00:00;226
Vantaa Helsinki-Vantaa airport;2016;6;11;00:00;272
Vantaa Helsinki-Vantaa airport;2016;6;12;00:00;271,1
Vantaa Helsinki-Vantaa airport;2016;6;13;00:00;307,1
Vantaa Helsinki-Vantaa airport;2016;6;14;00:00;348,9
Vantaa Helsinki-Vantaa airport;2016;6;15;00:00;340
Vantaa Helsinki-Vantaa airport;2016;6;16;00:00;35,7
Vantaa Helsinki-Vantaa airport;2016;6;17;00:00;141,9
Vantaa Helsinki-Vantaa airport;2016;6;18;00:00;51
Vantaa Helsinki-Vantaa airport;2016;6;19;00:00;156,2
Vantaa Helsinki-Vantaa airport;2016;6;20;00:00;256,8
Vantaa Helsinki-Vantaa airport;2016;6;21;00:00;318,3
Vantaa Helsinki-Vantaa airport;2016;6;22;00:00;272,3
Vantaa Helsinki-Vantaa airport;2016;6;23;00:00;175,7
Vantaa Helsinki-Vantaa airport;2016;6;24;00:00;146
Vantaa Helsinki-Vantaa airport;2016;6;25;00:00;239,5
Vantaa Helsinki-Vantaa airport;2016;6;26;00:00;214,3
Vantaa Helsinki-Vantaa airport;2016;6;27;00:00;45,2
Vantaa Helsinki-Vantaa airport;2016;6;28;00:00;300,2
Vantaa Helsinki-Vantaa airport;2016;6;29;00:00;320,3
Vantaa Helsinki-Vantaa airport;2016;6;30;00:00;231,9
Vantaa Helsinki-Vantaa airport;2016;7;1;00:00;323,5
Vantaa Helsinki-Vantaa airport;2016;7;2;00:00;295,1
Vantaa Helsinki-Vantaa airport;2016;7;3;00:00;104,6
Vantaa Helsinki-Vantaa airport;2016;7;4;00:00;118,4
Vantaa Helsinki-Vantaa airport;2016;7;5;00:00;113,6
Vantaa Helsinki-Vantaa airport;2016;7;6;00:00;230,5
Vantaa Helsinki-Vantaa airport;2016;7;7;00:00;65,8
Vantaa Helsinki-Vantaa airport;2016;7;8;00:00;157,3
Vantaa Helsinki-Vantaa airport;2016;7;9;00:00;251,8
Vantaa Helsinki-Vantaa airport;2016;7;10;00:00;137,7
Vantaa Helsinki-Vantaa airport;2016;7;11;00:00;173,3
Vantaa Helsinki-Vantaa airport;2016;7;12;00:00;262,5
Vantaa Helsinki-Vantaa airport;2016;7;13;00:00;249,7
Vantaa Helsinki-Vantaa airport;2016;7;14;00:00;272,7
Vantaa Helsinki-Vantaa airport;2016;7;15;00:00;42,7
Vantaa Helsinki-Vantaa airport;2016;7;16;00:00;245,3
Vantaa Helsinki-Vantaa airport;2016;7;17;00:00;133,5
Vantaa Helsinki-Vantaa airport;2016;7;18;00:00;230
Vantaa Helsinki-Vantaa airport;2016;7;19;00:00;311
Vantaa Helsinki-Vantaa airport;2016;7;20;00:00;282,8
Vantaa Helsinki-Vantaa airport;2016;7;21;00:00;151,8
Vantaa Helsinki-Vantaa airport;2016;7;22;00:00;64
Vantaa Helsinki-Vantaa airport;2016;7;23;00:00;88,8
Vantaa Helsinki-Vantaa airport;2016;7;24;00:00;220,5
Vantaa Helsinki-Vantaa airport;2016;7;25;00:00;268,2
Vantaa Helsinki-Vantaa airport;2016;7;26;00:00;278,4
Vantaa Helsinki-Vantaa airport;2016;7;27;00:00;249,3
Vantaa Helsinki-Vantaa airport;2016;7;28;00:00;185,1
Vantaa Helsinki-Vantaa airport;2016;7;29;00:00;191,1
Vantaa Helsinki-Vantaa airport;2016;7;30;00:00;238,8
Vantaa Helsinki-Vantaa airport;2016;7;31;00:00;162,2
Vantaa Helsinki-Vantaa airport;2016;8;1;00:00;145
Vantaa Helsinki-Vantaa airport;2016;8;2;00:00;218,5
Vantaa Helsinki-Vantaa airport;2016;8;3;00:00;196,3
Vantaa Helsinki-Vantaa airport;2016;8;4;00:00;93,4
Vantaa Helsinki-Vantaa airport;2016;8;5;00:00;180,9
Vantaa Helsinki-Vantaa airport;2016;8;6;00:00;180,7
Vantaa Helsinki-Vantaa airport;2016;8;7;00:00;133,4
Vantaa Helsinki-Vantaa airport;2016;8;8;00:00;172,4
Vantaa Helsinki-Vantaa airport;2016;8;9;00:00;181,3
Vantaa Helsinki-Vantaa airport;2016;8;10;00:00;161,4
Vantaa Helsinki-Vantaa airport;2016;8;11;00:00;178,7
Vantaa Helsinki-Vantaa airport;2016;8;12;00:00;217,8
Vantaa Helsinki-Vantaa airport;2016;8;13;00:00;64,6
Vantaa Helsinki-Vantaa airport;2016;8;14;00:00;140,5
Vantaa Helsinki-Vantaa airport;2016;8;15;00:00;187,4
Vantaa Helsinki-Vantaa airport;2016;8;16;00:00;56
Vantaa Helsinki-Vantaa airport;2016;8;17;00:00;131
Vantaa Helsinki-Vantaa airport;2016;8;18;00:00;96,4
Vantaa Helsinki-Vantaa airport;2016;8;19;00:00;187,8
Vantaa Helsinki-Vantaa airport;2016;8;20;00:00;203,7
Vantaa Helsinki-Vantaa airport;2016;8;21;00:00;168
Vantaa Helsinki-Vantaa airport;2016;8;22;00:00;62,7
Vantaa Helsinki-Vantaa airport;2016;8;23;00:00;158,8
Vantaa Helsinki-Vantaa airport;2016;8;24;00:00;84,1
Vantaa Helsinki-Vantaa airport;2016;8;25;00:00;108,7
Vantaa Helsinki-Vantaa airport;2016;8;26;00:00;-
-;2016;8;27;00:00;-
-;2016;8;28;00:00;-
-;2016;8;29;00:00;-
Vantaa Helsinki-Vantaa airport;2016;8;30;00:00;101,2
Vantaa Helsinki-Vantaa airport;2016;8;31;00:00;202,8
Vantaa Helsinki-Vantaa airport;2016;9;1;00:00;102,9
Vantaa Helsinki-Vantaa airport;2016;9;2;00:00;156,1
Vantaa Helsinki-Vantaa airport;2016;9;3;00:00;98,9
Vantaa Helsinki-Vantaa airport;2016;9;4;00:00;161,4
Vantaa Helsinki-Vantaa airport;2016;9;5;00:00;151,4
Vantaa Helsinki-Vantaa airport;2016;9;6;00:00;179,3
Vantaa Helsinki-Vantaa airport;2016;9;7;00:00;124,8
Vantaa Helsinki-Vantaa airport;2016;9;8;00:00;190,7
Vantaa Helsinki-Vantaa airport;2016;9;9;00:00;172,2
Vantaa Helsinki-Vantaa airport;2016;9;10;00:00;83,9
Vantaa Helsinki-Vantaa airport;2016;9;11;00:00;145
Vantaa Helsinki-Vantaa airport;2016;9;12;00:00;163,6
Vantaa Helsinki-Vantaa airport;2016;9;13;00:00;173,2
Vantaa Helsinki-Vantaa airport;2016;9;14;00:00;174,1
Vantaa Helsinki-Vantaa airport;2016;9;15;00:00;58,6
Vantaa Helsinki-Vantaa airport;2016;9;16;00:00;115,4
Vantaa Helsinki-Vantaa airport;2016;9;17;00:00;55,8
Vantaa Helsinki-Vantaa airport;2016;9;18;00:00;144,8
Vantaa Helsinki-Vantaa airport;2016;9;19;00:00;79,6
Vantaa Helsinki-Vantaa airport;2016;9;20;00:00;141,5
Vantaa Helsinki-Vantaa airport;2016;9;21;00:00;147,6
Vantaa Helsinki-Vantaa airport;2016;9;22;00:00;103,1
Vantaa Helsinki-Vantaa airport;2016;9;23;00:00;54,2
Vantaa Helsinki-Vantaa airport;2016;9;24;00:00;49,8
Vantaa Helsinki-Vantaa airport;2016;9;25;00:00;61,9
Vantaa Helsinki-Vantaa airport;2016;9;26;00:00;105,4
Vantaa Helsinki-Vantaa airport;2016;9;27;00:00;77,1
Vantaa Helsinki-Vantaa airport;2016;9;28;00:00;22,5
Vantaa Helsinki-Vantaa airport;2016;9;29;00:00;52,3
Vantaa Helsinki-Vantaa airport;2016;9;30;00:00;83,8
Vantaa Helsinki-Vantaa airport;2016;10;1;00:00;111,2
Vantaa Helsinki-Vantaa airport;2016;10;2;00:00;105,6
Vantaa Helsinki-Vantaa airport;2016;10;3;00:00;118,6
Vantaa Helsinki-Vantaa airport;2016;10;4;00:00;84,6
Vantaa Helsinki-Vantaa airport;2016;10;5;00:00;111,7
Vantaa Helsinki-Vantaa airport;2016;10;6;00:00;99,7
Vantaa Helsinki-Vantaa airport;2016;10;7;00:00;96
Vantaa Helsinki-Vantaa airport;2016;10;8;00:00;89,2
Vantaa Helsinki-Vantaa airport;2016;10;9;00:00;21,8
Vantaa Helsinki-Vantaa airport;2016;10;10;00:00;58,2
Vantaa Helsinki-Vantaa airport;2016;10;11;00:00;27,5
Vantaa Helsinki-Vantaa airport;2016;10;12;00:00;23,9
Vantaa Helsinki-Vantaa airport;2016;10;13;00:00;42,3
Vantaa Helsinki-Vantaa airport;2016;10;14;00:00;16,9
Vantaa Helsinki-Vantaa airport;2016;10;15;00:00;14
Vantaa Helsinki-Vantaa airport;2016;10;16;00:00;29,8
Vantaa Helsinki-Vantaa airport;2016;10;17;00:00;14,8
Vantaa Helsinki-Vantaa airport;2016;10;18;00:00;60,9
Vantaa Helsinki-Vantaa airport;2016;10;19;00:00;75,6
Vantaa Helsinki-Vantaa airport;2016;10;20;00:00;30,8
Vantaa Helsinki-Vantaa airport;2016;10;21;00:00;7,5
Vantaa Helsinki-Vantaa airport;2016;10;22;00:00;5,9
Vantaa Helsinki-Vantaa airport;2016;10;23;00:00;15,4
Vantaa Helsinki-Vantaa airport;2016;10;24;00:00;10,5
Vantaa Helsinki-Vantaa airport;2016;10;25;00:00;5
Vantaa Helsinki-Vantaa airport;2016;10;26;00:00;15,3
Vantaa Helsinki-Vantaa airport;2016;10;27;00:00;5,8
Vantaa Helsinki-Vantaa airport;2016;10;28;00:00;8
